sampledate,EpiTemp,HypoTemp,Strat,Therm,EpiV,HypV,Discharge,PLoad,ObsPepi,MM_Pepi
1999-05-26,15.5368597640002,11.4060573426005,True,8.688422193177182,286483730.5580801,217755872.64192,1544535.5616000001,680526.6920865907,0.109,0.10720865524822708
1999-06-07,21.9609137842629,11.4071409682181,True,8.658068521922495,286483730.5580801,217755872.64192,1253057.7312,572509.5131711867,0.137,0.08500291414247332
1999-06-21,22.4421880663029,11.4070647595253,True,8.500564446564745,281290062.64512,222949540.55488005,985507.5168000001,427612.9449215174,0.087,0.06031519277517701
1999-07-06,26.224325635359,11.4082721181406,True,5.696321893217293,205205348.91827202,299034254.281728,448674.5951999999,182052.12849000766,0.064,0.04067898186545883
1999-07-19,25.3137140387499,11.4092435281265,True,6.23610046416794,219334142.599936,284905460.60006404,665764.3584,261795.4858313453,0.048,0.0334876908770205
1999-08-02,29.3984833118826,11.4095540499675,True,6.074073001217094,216565867.17836803,287673736.021632,682094.4768000001,246432.34981730307,0.037,0.023132304856019484
1999-08-16,24.1953548833157,11.4099760175283,True,6.808117051228495,235943795.12934408,268295808.07065597,423050.9472,127297.88228810589,0.041,0.02934678642834652
1999-08-30,25.0428549212365,11.4106513917575,True,7.123274212662647,244162900.66150406,260076702.538496,442893.31200000003,114391.0013301965,0.035,0.027189258552929453
1999-09-27,16.9593315229248,11.4147698672348,True,9.307520013848528,301822699.2874241,202416903.912576,248713.28639999998,43453.24693348608,0.065,0.04545378565898507
1999-10-26,10.6909090501966,10.6864098225206,False,1.0,56777379.32032001,447462223.87968004,172241.0784,22374.16244213184,0.135,0.1121168839317834
1999-11-22,7.634249970014,7.62233671615148,False,1.0,56777379.32032001,447462223.87968004,172416.4704,18232.60237920864,0.115,0.10756711333431852
2000-01-24,1.74221902406639,1.93982423020379,False,1.0,56777379.32032001,447462223.87968004,273355.1712,32914.67600180159,0.118,0.10087651811273182
2000-02-28,1.7464782906168,2.04834617772871,True,0.667845725943425,42822548.30176002,461417054.89824003,422847.4752,117895.26564489024,0.114,0.09104983468579644
2000-03-13,2.23382370499139,2.36792502613706,False,1.0,56777379.32032001,447462223.87968004,487629.15839999996,97964.17621357823,0.112,0.10424713675095809
2000-04-10,5.72620578772424,5.68071954912807,False,1.0,56777379.32032001,447462223.87968004,386021.808,103316.80138212384,0.094,0.10206233267383147
2000-04-25,8.36906197791997,8.01722292789732,False,1.0,56777379.32032001,447462223.87968004,572912.8704,213521.2331267981,0.079,0.1014885738716203
2000-05-09,16.1100225756803,8.62297629969274,True,4.853520902932919,182186811.03219205,322052792.167808,272847.6576,97112.18775459744,0.063,0.0882192762669448
2000-05-22,15.1328145591698,8.79365797557954,True,8.846046528088975,289080564.51456004,215159038.68544,1515814.0415999999,726414.4621918714,0.079,0.08410544902401836
2000-06-06,18.596308432712,8.84191280183847,True,8.722333109858106,286483730.5580801,217755872.64192,4694780.8224,2584115.3170228,0.096,0.08370937882009297
2000-06-19,21.7152122420686,8.87272207431303,True,6.430445371498856,224870693.44307202,279368909.756928,2673565.3152,1240860.7520593344,0.096,0.0854366867294087
2000-07-03,23.1404952669851,8.90300267619246,True,7.0225100325466485,241480345.9724801,262759257.22751996,1756301.0976000002,792205.3602240077,0.087,0.07358001221394793
2000-07-17,26.8805981105833,8.91100407282086,True,6.8109308739392205,235943795.12934408,268295808.07065597,562740.9984,223468.6133897856,0.045,0.053810615227848545
2000-07-31,24.3218460072994,8.92302154902152,True,7.12929050468106,244162900.66150406,260076702.538496,555036.192,178898.27519650178,0.049,0.040722331196226716
2000-08-16,26.1272170666623,8.93587876835876,True,6.927200516554201,238712070.55091208,265527532.64908797,516773.6928,150204.6408078893,0.039,0.026263922985733382
2000-08-28,24.9706757703975,8.94569954583768,True,7.389134340834479,252210564.72857606,252029038.47142398,341065.5552,90330.81125913217,0.153,0.024501947813776837
2000-09-25,17.5470011206833,9.04270170299344,True,9.063169803956937,296790388.047488,207449215.15251204,392447.7216,102233.19201274081,0.087,0.03275425884816177
2000-10-24,12.8239609095285,9.36168107824983,True,13.270782786457094,394683464.61273605,109556138.58726399,301799.60640000005,39494.27058383232,0.132,0.056328511952280905
2000-11-28,5.12906220236654,5.12789886832341,False,1.0,56777379.32032001,447462223.87968004,303626.1024,33452.03654406144,0.137,0.07692628223826597
2001-01-17,0.904335847958054,1.20488465805714,True,0.667845725943425,42822548.30176002,461417054.89824003,106913.51999999999,15487.7769045504,0.137,0.07308250102426482
2001-03-07,1.36606704365404,1.4263893796313,False,1.0,56777379.32032001,447462223.87968004,805739.0112000001,186929.87143635363,0.14,0.07445308087410482
2001-04-10,3.27336153759923,3.27336153759923,False,1.0,56777379.32032001,447462223.87968004,1003415.2128000001,348953.32857470977,0.111,0.0777367319964715
2001-04-23,6.83494113073259,6.83493486233057,False,1.0,56777379.32032001,447462223.87968004,1098162.576,386984.2314963168,0.092,0.07915076012871498
2001-05-07,11.247148675077,10.6294863756483,False,1.0,56777379.32032001,447462223.87968004,768698.0352,324926.84882461827,0.092,0.07973080939376206
2001-05-21,18.9493023200993,10.8238453569658,True,9.500662435779224,306855010.52735996,197384592.67264006,1079206.5024,469216.5726173183,0.092,0.06863075747787929
2001-06-04,16.5398979452456,10.8894046991034,True,8.272294533339924,276096394.73216,228143208.46784005,1028474.2368000001,459233.83848140936,0.098,0.058633671123830354
2001-06-18,23.7688448781274,10.9338322331975,True,8.61414601861754,283886896.60160005,220352706.5984,1820325.9168000002,883746.3378768192,0.09,0.05338317720811813
2001-07-02,25.1555997467496,10.9626168432331,True,8.170216392004878,273499560.77568007,230740042.42432,1099375.9775999999,473207.1513949122,0.064,0.04354303894261326
