sampledate,EpiTemp,HypoTemp,Strat,Therm,EpiV,HypV,Discharge,PLoad,ObsPepi,MM_Pepi
1995-05-09,8.520520668816017,8.450664108025993,False,0.8255411926923963,56064676.89510741,441706531.7978724,1279376.5439653299,541547.9303235066,0.086,0.086
1995-05-10,8.80055457030991,8.689157407234772,False,1.1970755656293295,56647703.30531005,445395577.7182857,1361780.4041181789,599953.5943594982,0.0856428571428571,0.0877095763002891
1995-05-11,8.964823482491525,8.933427885692732,False,0.9741707590147948,56735017.21892044,447006427.34935534,1363003.0611606285,603352.8084154096,0.0852857142857142,0.0882755883069308
1995-05-12,9.249474594898956,9.027738585972779,False,0.9744390724523084,56747919.15793241,447295026.92584765,1339320.2110319617,575907.3372038826,0.0849285714285714,0.0884616790695246
1995-05-13,9.66974522617382,9.302849875094008,False,0.9979251275851422,56749647.625869244,447829577.6114707,1341442.6662480417,578249.9469908563,0.0845714285714285,0.0884592302011314
1995-05-14,9.820185275234053,9.684067755661887,False,1.0072746209745564,56749694.87063725,447707749.7425801,1310748.668493378,540444.6888605357,0.0842142857142857,0.0886060419859815
1995-05-15,10.155045151774866,10.02884130375844,False,0.9907691922711958,56749485.654876724,447595741.66724163,1269000.9159426282,538072.6297727105,0.0838571428571428,0.0886327632752794
1995-05-16,10.621192441969365,10.310411978787055,False,0.9992355765653577,56749233.78564157,447096064.4536966,1245007.8405231582,512009.45564001065,0.0834999999999999,0.0886249544352781
1995-05-17,11.031184570498393,10.700144961195894,False,0.9994050529417722,56748971.30146401,446590329.6441047,1213762.253067705,497708.2633522386,0.0831428571428571,0.0886844997526187
1995-05-18,11.331789321322692,11.081633704933543,False,0.9960591156280704,56748702.95670148,447807643.1518229,1135388.5177115933,480696.770869229,0.0827857142857142,0.0887516862462714
1995-05-19,11.564850067156357,11.310792835531448,False,0.9946867923508079,56748429.41064908,447312123.1735573,890236.8057846134,366449.99917645106,0.0824285714285714,0.0887299976977624
1995-05-20,11.946060610114706,11.47948475483112,False,1.0062587261908638,56748150.711773954,447616576.9567079,848686.9535546405,348973.5208567159,0.0820714285714285,0.088182590470597
1995-05-21,12.089995653546588,11.718366469552027,False,1.029126004524758,56747866.84388544,447902455.09495467,1015553.0949662591,424030.1467415099,0.0817142857142857,0.0881113809652811
1995-05-22,12.144463871303472,11.92251087750854,False,0.9615939040198558,56747577.96254012,447855308.91334915,996346.9530365771,409996.74506131804,0.0813571428571428,0.0886082287896265
1995-05-23,12.364311069999697,12.1211096124485,False,1.0034778866971044,56747285.459335215,447661215.92201936,924399.9321762578,382629.49687587185,0.081,0.0885795826751008
1995-05-24,12.405330148091391,12.300056179100313,False,1.0078306079529056,56746998.97569569,447400836.6215608,909027.2046702194,376873.1716290109,0.0805,0.0884704876246716
1995-05-25,12.598453153627046,12.369403975860198,False,1.0021372439469294,56746783.11783031,447354290.2270341,960574.6538025491,399708.95447098766,0.08,0.0884813345341325
1995-05-26,12.971694833435699,12.488906133172216,False,0.996501949778568,56747068.67395528,447400369.7836844,1031313.1416645213,433972.47344669304,0.0795,0.0886181946982095
1995-05-27,13.090365987229102,12.546846490439389,False,0.9939284290819355,56750725.96906456,447460045.9979782,1153865.6934948137,508374.34957152215,0.079,0.0888525657052061
1995-05-28,12.90476349189991,12.820580190305169,False,0.9985791039809073,56776877.726641454,447238172.12592125,1252829.4770830944,580758.1527588114,0.0785,0.0894203273967095
1995-05-29,13.113394025243839,12.927001041494997,False,1.0248454799963722,56952921.5009058,446718354.1073364,1171371.0993367694,543552.1475793727,0.078,0.0900909837538905
1995-05-30,13.426324883912645,13.168378475851762,False,1.1032935058840243,58127590.76518971,444950263.581282,1028533.0875370087,472839.25006838335,0.0775,0.0900079231354431
1995-05-31,13.774301818502183,13.391014287998576,False,1.2703688913387479,65955218.812481426,440267784.47691834,987779.5557145922,447369.6434919668,0.077,0.0896924908472553
1995-06-01,14.45035337990898,13.42132739335854,True,2.6121089518275955,118105444.1591287,399954955.12201226,1053394.0731414396,469912.8697208611,0.0765,0.0892778923413474
1995-06-02,14.631144857174128,13.425697530692414,True,9.055269668853077,282058119.1768019,203746492.94309735,952482.5813130864,414710.0905362441,0.076,0.090365065507484
1995-06-03,15.178262198167035,13.426475762963346,True,9.291922076149012,302390713.16181934,206206101.01191884,917018.9842749396,401839.92346389755,0.0755,0.0890037581341596
1995-06-04,15.7603147885804,13.426744294145806,True,9.725536109028992,313280730.05186987,191388390.4884055,972020.1051971081,424507.348198648,0.075,0.0879218737341113
1995-06-05,16.464133610084332,13.426918830781013,True,9.990105439778176,318692371.8092884,185410979.15648684,951392.5349559529,401743.09148332576,0.0745,0.0867191603866984
1995-06-06,16.934144295996173,13.427105211947438,True,10.025758498779904,320447926.26269674,183154146.9329083,922979.6512690512,405126.90047189384,0.074,0.0853612123251694
1995-06-07,17.30697414046154,13.427299870264145,True,9.774721379434876,315323262.0189756,189543483.91984826,646158.2303807727,268740.3875271712,0.0715333333333333,0.0838405698852881
1995-06-08,18.235456716165558,13.427440812472081,True,9.779041851690017,314553784.5431778,189821134.59853622,872770.8674082218,389675.7048860098,0.0690666666666666,0.0821969199701264
1995-06-09,18.6971947407244,13.427530627249233,True,9.792793137026088,314438042.10795844,190047347.1629562,680096.1438333398,289545.08956394705,0.0665999999999999,0.0806371660236077
1995-06-10,18.577978503381935,13.427583730565003,True,9.799323773890356,314420434.905916,189555575.06489965,646445.0535071194,278500.3706861736,0.0641333333333333,0.0789265310565255
