sampledate,EpiTemp,HypoTemp,Strat,Therm,EpiV,HypV,Discharge,PLoad,ObsPepi,MM_Pepi
2011-01-19,1.69863312341313,1.69863312341313,True,0.667845725943425,42822548.30176002,461417054.89824,483987.4848,60818.63751673057,0.082,0.13179691119116
2011-01-20,1.70055183212245,1.70055183212245,True,0.667845725943425,42822548.30176002,461417054.89824,477041.35680000007,60152.82987936097,0.0818314606741573,0.1299096466418382
2011-01-21,1.70271859383423,1.70271859383423,True,0.667845725943425,42822548.30176002,461417054.89824,467758.8000000001,59070.96543508128,0.0816629213483146,0.1280727414039644
2011-01-22,1.70591787847833,1.70591787847833,False,1.0,56777379.32032001,447462223.87968,465866.7264,59172.4773396,0.0814943820224719,0.1330333116378182
2011-01-23,1.70980468514516,1.70980468514516,False,1.0,56777379.32032001,447462223.87968,459597.3696,58557.937459901776,0.0813258426966292,0.132813216919316
2011-01-24,1.71381137923947,1.71381137923947,False,1.0,56777379.32032001,447462223.87968,454698.8352,58157.21506536576,0.0811573033707865,0.1326356524625071
2011-01-25,1.71813080005221,1.71813080005221,False,1.0,56777379.32032001,447462223.87968,448338.24,57520.021893696,0.0809887640449438,0.1324574378480518
2011-01-26,1.72233126503814,1.72233126503814,False,1.0,56777379.32032001,447462223.87968,433907.6256,55498.86747291168,0.0808202247191011,0.1322816997548749
2011-01-27,1.72696364480193,1.72696364480193,False,1.0,56777379.32032001,447462223.87968,433470.96,55812.9200114592,0.0806516853932584,0.1321138392106153
2011-01-28,1.73043354862904,1.73043354862904,False,1.0,56777379.32032001,447462223.87968,436000.4064,56609.62946004097,0.0804831460674157,0.1319358087202338
2011-01-29,1.73301590577783,1.73301590577783,False,1.0,56777379.32032001,447462223.87968,430849.4976,56193.21164230848,0.080314606741573,0.1317560718507534
2011-01-30,1.73653019590887,1.73653019590887,False,1.0,56777379.32032001,447462223.87968,427516.6176,56094.06529397376,0.0801460674157303,0.1315840034221427
2011-01-31,1.74029718963336,1.74029718963336,True,0.667845725943425,42822548.30176002,461417054.89824,392733.7056,49918.393040777286,0.0799775280898876,0.1308883533829283
2011-02-01,1.74311202547657,1.74311202547657,True,0.667845725943425,42822548.30176002,461417054.89824,382412.1024,47895.7049885088,0.0798089887640449,0.1291677453417434
2011-02-02,1.74484137339842,1.74484137339842,True,0.667845725943425,42822548.30176002,461417054.89824,447038.5248,59807.62227531168,0.0796404494382022,0.1274847407794322
2011-02-03,1.74610708773151,1.74610708773151,True,0.667845725943425,42822548.30176002,461417054.89824,441192.70079999993,59335.834957704,0.0794719101123595,0.125777523166621
2011-02-04,1.74723958556073,1.74723958556073,True,0.667845725943425,42822548.30176002,461417054.89824,434346.3648,58775.36228998273,0.0793033707865168,0.1241140963183567
2011-02-05,1.74850086856093,1.74850086856093,False,1.0,56777379.32032001,447462223.87968,416703.744,56261.18476157184,0.0791348314606741,0.1324081940866775
2011-02-06,1.74984918420667,1.74984918420667,True,0.667845725943425,42822548.30176002,461417054.89824,417677.6448,56979.494454666245,0.0789662921348314,0.1316555070146837
2011-02-07,1.75094238777933,1.75094238777933,True,0.667845725943425,42822548.30176002,461417054.89824,420597.5328,57994.35753400416,0.0787977528089887,0.1299264864118882
2011-02-08,1.75174911628204,1.75165529893343,True,0.667845725943425,42822548.30176002,461417054.89824,418041.3023999999,58147.19917035264,0.078629213483146,0.1282318251001197
2011-02-09,1.75284257545334,1.75284257545334,True,0.667845725943425,42822548.30176002,461417054.89824,413173.6992,57896.44369374816,0.0784606741573033,0.1265774839919396
2011-02-10,1.75439023133065,1.75439023133065,True,0.667845725943425,42822548.30176002,461417054.89824,409364.928,57824.06014239552,0.0782921348314606,0.1249646312942575
2011-02-11,1.75603969106813,1.75603969106813,False,1.0,56777379.32032001,447462223.87968,404799.98400000005,57612.01671261505,0.0781235955056179,0.1332027126652841
2011-02-12,1.75728961885505,1.75728961885505,False,1.0,56777379.32032001,447462223.87968,397496.0736,57204.28536578784,0.0779550561797752,0.1329655730306732
2011-02-13,1.75840639520168,1.75840639520168,True,0.667845725943425,42822548.30176002,461417054.89824,439484.2272000001,66020.63788480897,0.0777865168539325,0.1323016106184785
2011-02-14,1.76024862964559,1.76024862964559,True,0.667845725943425,42822548.30176002,461417054.89824,451934.2944,71579.6638796419,0.0776179775280899,0.1305984302879957
2011-02-15,1.76287705992225,1.76287705992225,True,0.667845725943425,42822548.30176002,461417054.89824,467596.4544,76188.36418903296,0.0774494382022472,0.1289539093614483
2011-02-16,1.76574411466103,1.76574411466103,True,0.667845725943425,42822548.30176002,461417054.89824,520639.1424,90756.99299871936,0.0772808988764044,0.1273470875249346
2011-02-17,1.76890380254829,1.76890380254829,True,0.667845725943425,42822548.30176002,461417054.89824,1001717.1936,249954.52946855617,0.0771123595505618,0.1257835420725673
2011-02-18,1.7733120764349,1.7733120764349,True,0.667845725943425,42822548.30176002,461417054.89824,918241.4016,256045.84269741504,0.0769438202247191,0.1246977171694143
2011-02-19,1.7790494270322,1.7790494270322,True,0.667845725943425,42822548.30176002,461417054.89824,931847.9328,271945.8278148442,0.0767752808988764,0.1239603677945072
2011-02-20,1.78601146858341,1.78601146858341,True,0.667845725943425,42822548.30176002,461417054.89824,1032581.8656,295103.1982666695,0.0766067415730337,0.1233909394539179
2011-02-21,1.788557964388,1.788557964388,True,0.667845725943425,42822548.30176002,461417054.89824,874873.9583999999,242052.59090597468,0.076438202247191,0.1228183827702898
2011-02-22,1.78940663321213,1.78940663321213,True,0.667845725943425,42822548.30176002,461417054.89824,895175.2799999999,218471.68012076925,0.0762696629213483,0.1220971992152906
2011-02-23,1.79036506123998,1.79036506123998,True,0.667845725943425,42822548.30176002,461417054.89824,785326.1472,182096.7921409046,0.0761011235955056,0.1210635738723126
2011-02-24,1.79162624222724,1.79162624222724,True,0.667845725943425,42822548.30176002,461417054.89824,935228.16,197078.1455980944,0.0759325842696629,0.1199460695466833
2011-02-25,1.79344780165105,1.79344780165105,True,0.667845725943425,42822548.30176002,461417054.89824,954943.1712,193383.55605615556,0.0757640449438202,0.1186134737794713
2011-02-26,1.79551153945843,1.79551153945843,True,0.667845725943425,42822548.30176002,461417054.89824,850177.5552,170144.3086765747,0.0755955056179775,0.1172233863063661
2011-02-27,1.79687010967582,1.79687010967582,True,0.667845725943425,42822548.30176002,461417054.89824,720046.9728,145167.28062153983,0.0754269662921348,0.1158913670972473
2011-02-28,1.79848176801084,1.79848176801084,True,0.667845725943425,42822548.30176002,461417054.89824,937343.5776,183849.33022316356,0.0752584269662921,0.1146575143069515
2011-03-01,1.80107670921138,1.80107670921138,True,0.667845725943425,42822548.30176002,461417054.89824,854912.1024,170738.54943969595,0.0750898876404494,0.1133245879402895
2011-03-02,1.80422294805826,1.80422294805826,True,0.667845725943425,42822548.30176002,461417054.89824,910262.448,180339.7753094112,0.0749213483146067,0.1120970176065366
2011-03-03,1.80770902815167,1.80770902815167,True,0.667845725943425,42822548.30176002,461417054.89824,1016544.6432,214626.3824278944,0.074752808988764,0.110871364962622
2011-03-04,1.81124498853451,1.81124498853451,True,0.667845725943425,42822548.30176002,461417054.89824,1022360.6592,232417.56884176517,0.0745842696629213,0.1098070896067524
2011-03-05,1.81582706829253,1.81582706829253,True,0.667845725943425,42822548.30176002,461417054.89824,1095730.9344,270340.42962422594,0.0744157303370786,0.1089696964687861
2011-03-06,1.82001686178223,1.82001686178223,True,0.667845725943425,42822548.30176002,461417054.89824,1129932.1152,285282.65995054564,0.0742471910112359,0.1084152044499344
2011-03-07,1.82670940966265,1.82670940966265,True,0.667845725943425,42822548.30176002,461417054.89824,1139577.4656,287363.9348364096,0.0740786516853932,0.1079672317763313
2011-03-08,1.83684266093734,1.83684266093734,True,0.667845725943425,42822548.30176002,461417054.89824,1139225.3856,290424.60311895935,0.0739101123595505,0.1075344701075848
2011-03-09,1.84648403224729,1.84648403224729,True,0.667845725943425,42822548.30176002,461417054.89824,1243820.9663999998,328951.49737812474,0.0737415730337078,0.1071529298533209
2011-03-10,1.85381829888569,1.85381829888569,True,0.667845725943425,42822548.30176002,461417054.89824,1215171.2448000002,318361.1608291162,0.0735730337078651,0.1069723407230152
2011-03-11,1.86294264373623,1.86294264373623,True,0.667845725943425,42822548.30176002,461417054.89824,1192425.9264,306271.6723030464,0.0734044943820224,0.1067460233009364
2011-03-12,1.87743722041317,1.87743722041317,True,0.667845725943425,42822548.30176002,461417054.89824,1164088.4544,289019.4645326918,0.0732359550561797,0.1064430676675674
2011-03-13,1.88998863958683,1.88998863958683,True,0.667845725943425,42822548.30176002,461417054.89824,1138863.1968,274454.218817545,0.073067415730337,0.1060192932303505
2011-03-14,1.9021957173877,1.9021957173877,True,0.667845725943425,42822548.30176002,461417054.89824,1111925.1456,262534.6899089885,0.0728988764044943,0.105502314023885
2011-03-15,1.92027112674057,1.92027112674057,True,0.667845725943425,42822548.30176002,461417054.89824,1084937.4144,253246.5853608154,0.0727303370786516,0.1049299843453949
2011-03-16,1.94118750001876,1.94118750001876,False,1.0,56777379.32032001,447462223.87968,1055811.024,245068.33818302784,0.0725617977528089,0.1400111453092775
2011-03-17,1.96327602594181,1.96327602594181,False,1.0,56777379.32032001,447462223.87968,1020623.5871999998,236168.72467412252,0.0723932584269663,0.1390522667150917
2011-03-18,1.98482606640238,1.98482606640238,False,1.0,56777379.32032001,447462223.87968,985392.864,227839.214158344,0.0722247191011236,0.1388997167969891
2011-03-19,2.00525534492935,2.00525534492935,True,0.667845725943425,42822548.30176002,461417054.89824,960320.5344,222650.60752801152,0.0720561797752809,0.1382147685163452
2011-03-20,2.03096421452392,2.03096421452392,False,1.0,56777379.32032001,447462223.87968,1313605.9008,359773.3804031424,0.0718876404494382,0.139154171229027
2011-03-21,2.05281603780806,2.05281603780806,False,1.0,56777379.32032001,447462223.87968,1312702.9344,375448.1611231469,0.0717191011235955,0.139322362544189
2011-03-22,2.07433580457647,2.07433580457647,True,0.667845725943425,42822548.30176002,461417054.89824,1630545.4656,536250.423183794,0.0715505617977528,0.1389528810790021
2011-03-23,2.09617509810855,2.09617509810855,True,0.667845725943425,42822548.30176002,461417054.89824,1759172.3424,600890.6888015644,0.0713820224719101,0.1387273407617637
2011-03-24,2.10856344081041,2.10856344081041,True,0.667845725943425,42822548.30176002,461417054.89824,1748294.0639999998,574089.5997891705,0.0712134831460674,0.1388487305670164
2011-03-25,2.13187453845611,2.13187453845611,True,0.667845725943425,42822548.30176002,461417054.89824,1721993.1264000002,532642.8131171338,0.0710449438202247,0.138685491407039
2011-03-26,2.16420226784147,2.16420226784147,False,1.0,56777379.32032001,447462223.87968,1685434.6944,496423.6510193712,0.070876404494382,0.1410122733104395
2011-03-27,2.19458578102678,2.19458578102678,False,1.0,56777379.32032001,447462223.87968,1649723.4144,472747.90729984426,0.0707078651685393,0.1406416678988704
2011-03-28,2.17804980245399,2.22702309257689,False,1.0,56777379.32032001,447462223.87968,1613612.1024,456429.2794986902,0.0705393258426966,0.1404169771151864
2011-03-29,2.27845393425465,2.27845393425465,False,1.0,56777379.32032001,447462223.87968,1573377.0048,442747.6723419667,0.0703707865168539,0.140243618729078
2011-03-30,2.31848187578086,2.31848187578086,False,1.0,56777379.32032001,447462223.87968,1530537.8975999998,430303.1624422905,0.0702022471910112,0.1400874890837798
2011-03-31,2.37068460800678,2.37068460800678,False,1.0,56777379.32032001,447462223.87968,1476532.1088,415110.64957088255,0.0700337078651685,0.139949939110107
2011-04-01,2.44200709880828,2.44200709880828,False,1.0,56777379.32032001,447462223.87968,1573391.4336,458433.5130366767,0.0698651685393258,0.1398137394824556
2011-04-02,2.48196901726583,2.48196901726583,False,1.0,56777379.32032001,447462223.87968,1548310.1184,454250.1972186144,0.0696966292134831,0.1398195661512722
2011-04-03,2.51123180898701,2.51123180898701,False,1.0,56777379.32032001,447462223.87968,1571364.3168,470734.66374237504,0.0695280898876404,0.1397208023563749
2011-04-04,2.54420228212814,2.54420228212814,True,0.667845725943425,42822548.30176002,461417054.89824,1489637.4336,459081.9696080678,0.0693595505617977,0.139380512361724
2011-04-05,2.57166061979834,2.57166061979834,True,0.667845725943425,42822548.30176002,461417054.89824,1558112.5439999998,479907.33092642296,0.069191011235955,0.1386565111697473
