datetime,agency_cd,site_no,Discharge_ft3_s,Discharge_ft3_s_cd,Phosphorus_unfiltered_mg_L,Phosphorus_unfiltered_mg_L_cd,Phosphorus_unfiltered_lbs_d,Phosphorus_unfiltered_lbs_d_cd,SSC_mg_L,SSC_mg_L_cd,SSDischarge_tons_d,SSDischarge_tons_d_cd,Orthophosphate_filtered_mg_L,Orthophosphate_filtered_mg_L_cd,Orthophosphate_dissolved_lbs_d,Orthophosphate_dissolved_lbs_d_cd,Ammonia_OrgN_unfiltered_mg_L,Ammonia_OrgN_unfiltered_mg_L_cd,Ammonia_OrgN_unfiltered_lbs_d,Ammonia_OrgN_unfiltered_lbs_d_cd,Ammonia_filtered_mg_L,Ammonia_filtered_mg_L_cd,Ammonia_dissolved_lbs_d,Ammonia_dissolved_lbs_d_cd,N03_NO2_filtered_mg_L,N03_NO2_filtered_mg_L_cd,N03_NO2_dissolved_lbs_d,N03_NO2_dissolved_lbs_d_cd,Temp_Max_C,Temp_Max_C_cd,Temp_Min_C,Temp_Min_C_cd,Temp_Mean_C,Temp_Mean_C_cd,Precip_total_inches,Precip_total_inches_cd
1998-06-21,USGS,05427718,45,A,0.290,A,71.5,A,116,A,14,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-06-22,USGS,05427718,34,A,0.230,A,42.5,A,96,A,9.0,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-06-23,USGS,05427718,29,A,0.200,A,31.7,A,62,A,4.9,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-06-24,USGS,05427718,31,A,0.180,A,30.9,A,55,A,4.7,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-06-25,USGS,05427718,29,A,0.200,A,31.8,A,43,A,3.4,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-06-26,USGS,05427718,27,A,0.200,A,29.7,A,36,A,2.6,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-06-27,USGS,05427718,67,A,0.650,A,273,A,358,A,79,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-06-28,USGS,05427718,200,A,0.960,A,1110,A,477,A,276,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-06-29,USGS,05427718,65,A,0.490,A,176,A,101,A,18,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-06-30,USGS,05427718,39,A,0.310,A,65.7,A,63,A,6.8,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-07-01,USGS,05427718,32,A,0.240,A,42.6,A,63,A,5.5,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-07-02,USGS,05427718,28,A,0.210,A,31.9,A,66,A,5.1,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-07-03,USGS,05427718,33,A,0.290,A,56.7,A,97,A,9.3,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-07-04,USGS,05427718,33,A,0.330,A,60.9,A,81,A,7.6,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-07-05,USGS,05427718,27,A,0.270,A,38.9,A,53,A,3.9,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-07-06,USGS,05427718,25,A,0.260,A,35.9,A,50,A,3.4,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-07-07,USGS,05427718,25,A,0.260,A,34.3,A,47,A,3.1,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-07-08,USGS,05427718,24,A,0.250,A,32.6,A,43,A,2.8,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-07-09,USGS,05427718,23,A,0.240,A,30.1,A,41,A,2.5,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-07-10,USGS,05427718,22,A,0.210,A,24.6,A,38,A,2.3,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-07-11,USGS,05427718,21,A,0.160,A,19.0,A,36,A,2.0,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-07-12,USGS,05427718,21,A,0.130,A,14.8,A,33,A,1.9,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-07-13,USGS,05427718,21,A,0.110,A,11.8,A,31,A,1.7,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-07-14,USGS,05427718,20,A,0.080,A,9.36,A,29,A,1.6,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-07-15,USGS,05427718,20,A,0.070,A,7.64,A,28,A,1.5,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-07-16,USGS,05427718,18,A,0.070,A,6.54,A,28,A,1.4,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-07-17,USGS,05427718,18,A,0.060,A,6.11,A,29,A,1.4,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-07-18,USGS,05427718,17,A,0.060,A,5.65,A,28,A,1.3,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-07-19,USGS,05427718,18,A,0.060,A,6.00,A,28,A,1.4,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-07-20,USGS,05427718,28,A:e,0.270,A,63.1,A,109,A,13,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-07-21,USGS,05427718,32,A:e,0.330,A,65.6,A,76,A,7.6,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-07-22,USGS,05427718,20,A,0.130,A,14.4,A,32,A,1.8,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-07-23,USGS,05427718,18,A,0.100,A,10.3,A,26,A,1.3,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-07-24,USGS,05427718,17,A,0.100,A,9.02,A,23,A,1.1,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-07-25,USGS,05427718,16,A,0.100,A,8.52,A,21,A,0.95,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-07-26,USGS,05427718,16,A,0.090,A,8.24,A,20,A,0.86,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-07-27,USGS,05427718,16,A,0.090,A,8.15,A,18,A,0.80,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-07-28,USGS,05427718,16,A,0.090,A,7.81,A,17,A,0.73,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-07-29,USGS,05427718,16,A,0.090,A,7.47,A,16,A,0.65,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-07-30,USGS,05427718,15,A,0.090,A,7.18,A,14,A,0.59,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-07-31,USGS,05427718,15,A,0.090,A,6.91,A,13,A,0.54,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-08-01,USGS,05427718,15,A,0.080,A,6.74,A,12,A,0.49,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-08-02,USGS,05427718,15,A,0.080,A,6.66,A,11,A,0.46,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-08-03,USGS,05427718,15,A,0.080,A,6.62,A,11,A,0.43,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-08-04,USGS,05427718,34,A,0.240,A,55.0,A,78,A,9.7,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-08-05,USGS,05427718,84,A,0.590,A,282,A,133,A,33,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-08-06,USGS,05427718,45,A,0.380,A,92.7,A,71,A,8.8,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-08-07,USGS,05427718,27,A,0.300,A,44.7,A,42,A,3.1,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-08-08,USGS,05427718,21,A,0.230,A,25.9,A,24,A,1.4,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-08-09,USGS,05427718,19,A,0.180,A,18.3,A,14,A,0.74,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-08-10,USGS,05427718,18,A,0.140,A,13.4,A,9,A,0.41,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-08-11,USGS,05427718,18,A,0.110,A,10.3,A,5,A,0.25,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-08-12,USGS,05427718,17,A,0.100,A,9.05,A,5,A,0.23,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-08-13,USGS,05427718,17,A,0.090,A,8.16,A,5,A,0.23,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-08-14,USGS,05427718,18,A,0.090,A,8.48,A,7,A,0.33,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-08-15,USGS,05427718,21,A,0.100,A,12.0,A,16,A,0.99,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-08-16,USGS,05427718,18,A,0.080,A,8.26,A,8,A,0.41,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-08-17,USGS,05427718,19,A,0.090,A,9.84,A,13,A,0.72,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-08-18,USGS,05427718,19,A,0.080,A,8.40,A,11,A,0.55,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-08-19,USGS,05427718,18,A,0.080,A,7.30,A,9,A,0.43,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-08-20,USGS,05427718,17,A,0.070,A,6.68,A,8,A,0.36,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-08-21,USGS,05427718,18,A,0.130,A,14.6,A,93,A,5.8,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-08-22,USGS,05427718,21,A,0.230,A,27.5,A,145,A,9.5,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-08-23,USGS,05427718,18,A,0.130,A,12.7,A,26,A,1.3,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-08-24,USGS,05427718,18,A,0.120,A,11.6,A,24,A,1.2,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-08-25,USGS,05427718,30,A,0.250,A,42.7,A,226,A,22,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-08-26,USGS,05427718,20,A,0.150,A,16.4,A,39,A,2.0,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-08-27,USGS,05427718,19,A,0.110,A,11.5,A,32,A,1.6,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-08-28,USGS,05427718,19,A,0.090,A,9.61,A,24,A,1.2,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-08-29,USGS,05427718,19,A,0.080,A,7.90,A,19,A,0.96,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-08-30,USGS,05427718,18,A,0.060,A,6.35,A,14,A,0.71,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-08-31,USGS,05427718,18,A,0.050,A,5.16,A,11,A,0.54,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-09-01,USGS,05427718,18,A,0.050,A,4.85,A,10,A,0.49,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-09-02,USGS,05427718,18,A,0.050,A,4.81,A,10,A,0.47,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-09-03,USGS,05427718,18,A,0.050,A,4.85,A,10,A,0.46,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-09-04,USGS,05427718,17,A,0.050,A,4.77,A,9,A,0.44,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-09-05,USGS,05427718,17,A,0.050,A,4.70,A,9,A,0.42,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-09-06,USGS,05427718,17,A,0.050,A,4.73,A,9,A,0.41,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-09-07,USGS,05427718,17,A,0.050,A,4.71,A,9,A,0.40,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-09-08,USGS,05427718,17,A,0.050,A,4.68,A,8,A,0.39,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-09-09,USGS,05427718,17,A,0.050,A,4.68,A,8,A,0.37,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-09-10,USGS,05427718,17,A,0.050,A,4.70,A,8,A,0.37,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-09-11,USGS,05427718,17,A,0.050,A,4.67,A,8,A,0.35,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-09-12,USGS,05427718,17,A,0.050,A,4.60,A,7,A,0.34,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-09-13,USGS,05427718,17,A,0.050,A,4.57,A,7,A,0.33,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-09-14,USGS,05427718,38,A,0.200,A,56.9,A,63,A,11,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-09-15,USGS,05427718,51,A,0.430,A,122,A,73,A,11,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-09-16,USGS,05427718,26,A,0.220,A,32.2,A,38,A,2.7,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-09-17,USGS,05427718,22,A,0.170,A,20.5,A,32,A,1.9,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-09-18,USGS,05427718,21,A,0.140,A,16.0,A,26,A,1.5,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-09-19,USGS,05427718,20,A,0.120,A,12.7,A,22,A,1.2,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-09-20,USGS,05427718,19,A,0.100,A,10.2,A,18,A,0.94,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-09-21,USGS,05427718,19,A,0.080,A,8.26,A,15,A,0.77,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-09-22,USGS,05427718,19,A,0.070,A,6.75,A,12,A,0.64,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-09-23,USGS,05427718,19,A,0.060,A,5.63,A,10,A,0.53,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-09-24,USGS,05427718,19,A,0.050,A,5.60,A,10,A,0.50,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-09-25,USGS,05427718,20,A,0.050,A,5.60,A,9,A,0.47,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-09-26,USGS,05427718,19,A,0.050,A,5.48,A,8,A,0.43,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-09-27,USGS,05427718,19,A,0.050,A,5.35,A,8,A,0.39,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-09-28,USGS,05427718,19,A,0.050,A,5.32,A,7,A,0.37,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-09-29,USGS,05427718,19,A,0.050,A,5.24,A,7,A,0.34,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-09-30,USGS,05427718,19,A,0.070,A,7.10,A,11,A,0.58,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-10-01,USGS,05427718,19,A,0.066,A,6.82,A,10,A,0.54,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-10-02,USGS,05427718,18,A,0.052,A,5.21,A,7,A,0.35,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-10-03,USGS,05427718,19,A,0.047,A,4.87,A,7,A,0.36,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-10-04,USGS,05427718,19,A,0.043,A,4.45,A,7,A,0.36,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-10-05,USGS,05427718,34,A,0.191,A,43.3,A,67,A,7.6,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-10-06,USGS,05427718,47,A,0.392,A,101,A,115,A,15,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-10-07,USGS,05427718,30,A,0.220,A,36.3,A,59,A,4.9,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-10-08,USGS,05427718,24,A,0.162,A,21.2,A,28,A,1.8,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-10-09,USGS,05427718,22,A,0.156,A,18.7,A,27,A,1.6,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-10-10,USGS,05427718,21,A,0.151,A,17.0,A,26,A,1.5,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-10-11,USGS,05427718,20,A,0.146,A,15.9,A,26,A,1.4,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-10-12,USGS,05427718,20,A,0.142,A,15.0,A,25,A,1.3,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-10-13,USGS,05427718,19,A,0.137,A,14.2,A,24,A,1.3,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-10-14,USGS,05427718,19,A,0.132,A,13.7,A,24,A,1.2,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-10-15,USGS,05427718,19,A,0.128,A,13.1,A,23,A,1.2,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-10-16,USGS,05427718,19,A,0.124,A,12.4,A,23,A,1.1,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-10-17,USGS,05427718,25,A,0.165,A,24.5,A,34,A,2.6,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-10-18,USGS,05427718,39,A,0.264,A,55.6,A,38,A,4.0,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-10-19,USGS,05427718,28,A,0.202,A,30.9,A,19,A,1.5,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-10-20,USGS,05427718,24,A,0.112,A,14.4,A,13,A,0.81,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-10-21,USGS,05427718,22,A,0.088,A,10.5,A,12,A,0.69,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-10-22,USGS,05427718,21,A,0.077,A,8.65,A,11,A,0.64,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-10-23,USGS,05427718,20,A,0.068,A,7.34,A,11,A,0.60,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-10-24,USGS,05427718,20,A,0.060,A,6.43,A,11,A,0.59,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-10-25,USGS,05427718,20,A,0.052,A,5.62,A,11,A,0.57,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-10-26,USGS,05427718,20,A,0.046,A,5.03,A,10,A,0.56,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-10-27,USGS,05427718,22,A,0.048,A,5.84,A,20,A,1.2,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-10-28,USGS,05427718,22,A,0.068,A,8.05,A,23,A,1.4,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-10-29,USGS,05427718,21,A,0.076,A,8.41,A,19,A,1.1,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-10-30,USGS,05427718,20,A,0.072,A,7.87,A,18,A,1.0,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-10-31,USGS,05427718,20,A,0.069,A,7.35,A,18,A,0.95,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-11-01,USGS,05427718,20,A,0.065,A,6.92,A,17,A,0.90,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-11-02,USGS,05427718,19,A,0.062,A,6.45,A,16,A,0.85,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-11-03,USGS,05427718,19,A,0.059,A,5.97,A,16,A,0.79,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-11-04,USGS,05427718,18,A,0.056,A,5.60,A,15,A,0.75,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-11-05,USGS,05427718,18,A,0.055,A,5.41,A,14,A,0.71,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-11-06,USGS,05427718,18,A,0.054,A,5.28,A,14,A,0.68,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-11-07,USGS,05427718,18,A,0.053,A,5.09,A,13,A,0.64,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-11-08,USGS,05427718,18,A,0.052,A,4.97,A,13,A,0.61,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-11-09,USGS,05427718,18,A,0.054,A,5.39,A,13,A,0.65,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-11-10,USGS,05427718,91,A,0.601,A,315,A,145,A,40,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-11-11,USGS,05427718,47,A,0.440,A,117,A,38,A,5.2,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-11-12,USGS,05427718,32,A,0.229,A,40.0,A,19,A,1.7,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-11-13,USGS,05427718,29,A,0.166,A,25.6,A,16,A,1.2,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-11-14,USGS,05427718,27,A,0.122,A,17.7,A,13,A,0.96,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-11-15,USGS,05427718,24,A,0.089,A,11.4,A,11,A,0.70,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-11-16,USGS,05427718,22,A,0.067,A,8.01,A,9,A,0.56,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-11-17,USGS,05427718,21,A,0.062,A,7.18,A,9,A,0.53,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-11-18,USGS,05427718,21,A,0.061,A,6.93,A,9,A,0.53,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-11-19,USGS,05427718,21,A,0.061,A,6.85,A,9,A,0.54,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-11-20,USGS,05427718,20,A,0.060,A,6.52,A,10,A,0.52,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-11-21,USGS,05427718,20,A,0.059,A,6.27,A,10,A,0.52,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-11-22,USGS,05427718,20,A,0.058,A,6.16,A,10,A,0.53,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-11-23,USGS,05427718,20,A,0.057,A,6.05,A,10,A,0.53,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-11-24,USGS,05427718,19,A,0.057,A,5.84,A,10,A,0.53,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-11-25,USGS,05427718,19,A,0.056,A,5.73,A,10,A,0.54,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-11-26,USGS,05427718,19,A,0.055,A,5.77,A,11,A,0.56,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-11-27,USGS,05427718,19,A,0.054,A,5.59,A,11,A,0.56,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-11-28,USGS,05427718,19,A,0.054,A,5.62,A,11,A,0.58,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-11-29,USGS,05427718,20,A,0.053,A,5.65,A,11,A,0.60,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-11-30,USGS,05427718,20,A,0.052,A,5.58,A,11,A,0.61,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-12-01,USGS,05427718,20,A,0.051,A,5.43,A,12,A,0.61,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-12-02,USGS,05427718,19,A,0.051,A,5.31,A,12,A,0.62,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-12-03,USGS,05427718,19,A,0.050,A,5.25,A,12,A,0.63,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-12-04,USGS,05427718,19,A,0.055,A,5.60,A,15,A,0.78,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-12-05,USGS,05427718,19,A,0.061,A,6.21,A,20,A,1.0,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-12-06,USGS,05427718,19,A,0.068,A,6.84,A,27,A,1.4,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-12-07,USGS,05427718,18,A,0.075,A,7.49,A,36,A,1.8,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-12-08,USGS,05427718,18,A,0.084,A,8.07,A,47,A,2.3,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-12-09,USGS,05427718,18,A,0.092,A,8.87,A,59,A,2.8,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-12-10,USGS,05427718,18,A,0.093,A,9.09,A,58,A,2.8,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-12-11,USGS,05427718,18,A,0.095,A,9.19,A,56,A,2.7,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-12-12,USGS,05427718,18,A,0.096,A,9.31,A,55,A,2.6,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-12-13,USGS,05427718,18,A,0.098,A,9.44,A,53,A,2.6,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-12-14,USGS,05427718,18,A,0.099,A,9.49,A,51,A,2.5,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-12-15,USGS,05427718,18,A,0.100,A,9.57,A,50,A,2.4,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-12-16,USGS,05427718,18,A,0.102,A,9.71,A,48,A,2.3,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-12-17,USGS,05427718,18,A,0.103,A,9.86,A,47,A,2.2,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-12-18,USGS,05427718,18,A,0.105,A,9.99,A,46,A,2.2,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-12-19,USGS,05427718,17,A,0.106,A,10.0,A,44,A,2.1,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-12-20,USGS,05427718,17,A,0.108,A,10.1,A,43,A,2.0,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-12-21,USGS,05427718,17,A:e,0.109,A,10.0,A,42,A,1.9,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-12-22,USGS,05427718,17,A:e,0.111,A,10.2,A,40,A,1.9,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-12-23,USGS,05427718,17,A:e,0.112,A,10.3,A,39,A,1.8,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-12-24,USGS,05427718,16,A:e,0.114,A,9.85,A,38,A,1.6,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-12-25,USGS,05427718,16,A:e,0.116,A,9.99,A,37,A,1.6,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-12-26,USGS,05427718,16,A:e,0.117,A,10.1,A,36,A,1.5,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-12-27,USGS,05427718,16,A:e,0.119,A,10.3,A,35,A,1.5,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-12-28,USGS,05427718,16,A:e,0.121,A,10.4,A,34,A,1.4,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-12-29,USGS,05427718,16,A:e,0.122,A,10.6,A,33,A,1.4,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-12-30,USGS,05427718,15,A:e,0.124,A,10.1,A,32,A,1.3,A,,,,,,,,,,,,,,,,,,,,,,,,
1998-12-31,USGS,05427718,15,A:e,0.126,A,10.2,A,31,A,1.2,A,,,,,,,,,,,,,,,,,,,,,,,,
1999-01-01,USGS,05427718,15,A:e,0.128,A,10.3,A,30,A,1.2,A,,,,,,,,,,,,,,,,,,,,,,,,
1999-01-02,USGS,05427718,15,A:e,0.130,A,10.5,A,29,A,1.2,A,,,,,,,,,,,,,,,,,,,,,,,,
1999-01-03,USGS,05427718,15,A:e,0.131,A,10.6,A,28,A,1.1,A,,,,,,,,,,,,,,,,,,,,,,,,
1999-01-04,USGS,05427718,15,A:e,0.133,A,10.8,A,27,A,1.1,A,,,,,,,,,,,,,,,,,,,,,,,,
1999-01-05,USGS,05427718,15,A:e,0.135,A,10.9,A,26,A,1.1,A,,,,,,,,,,,,,,,,,,,,,,,,
1999-01-06,USGS,05427718,15,A:e,0.137,A,11.1,A,26,A,1.0,A,,,,,,,,,,,,,,,,,,,,,,,,
1999-01-07,USGS,05427718,15,A:e,0.139,A,11.3,A,25,A,1.0,A,,,,,,,,,,,,,,,,,,,,,,,,
1999-01-08,USGS,05427718,15,A:e,0.141,A,11.4,A,24,A,0.98,A,,,,,,,,,,,,,,,,,,,,,,,,
1999-01-09,USGS,05427718,15,A:e,0.143,A,11.6,A,23,A,0.95,A,,,,,,,,,,,,,,,,,,,,,,,,
1999-01-10,USGS,05427718,15,A:e,0.145,A,11.8,A,23,A,0.92,A,,,,,,,,,,,,,,,,,,,,,,,,
1999-01-11,USGS,05427718,15,A:e,0.147,A,11.9,A,22,A,0.89,A,,,,,,,,,,,,,,,,,,,,,,,,
1999-01-12,USGS,05427718,15,A:e,0.149,A,12.1,A,21,A,0.86,A,,,,,,,,,,,,,,,,,,,,,,,,
