datetime,agency_cd,site_no,Discharge_ft3_s,Discharge_ft3_s_cd,Phosphorus_unfiltered_mg_L,Phosphorus_unfiltered_mg_L_cd,Phosphorus_unfiltered_lbs_d,Phosphorus_unfiltered_lbs_d_cd,SSC_mg_L,SSC_mg_L_cd,SSDischarge_tons_d,SSDischarge_tons_d_cd,Orthophosphate_filtered_mg_L,Orthophosphate_filtered_mg_L_cd,Orthophosphate_dissolved_lbs_d,Orthophosphate_dissolved_lbs_d_cd,Ammonia_OrgN_unfiltered_mg_L,Ammonia_OrgN_unfiltered_mg_L_cd,Ammonia_OrgN_unfiltered_lbs_d,Ammonia_OrgN_unfiltered_lbs_d_cd,Ammonia_filtered_mg_L,Ammonia_filtered_mg_L_cd,Ammonia_dissolved_lbs_d,Ammonia_dissolved_lbs_d_cd,N03_NO2_filtered_mg_L,N03_NO2_filtered_mg_L_cd,N03_NO2_dissolved_lbs_d,N03_NO2_dissolved_lbs_d_cd,Temp_Max_C,Temp_Max_C_cd,Temp_Min_C,Temp_Min_C_cd,Temp_Mean_C,Temp_Mean_C_cd,Precip_total_inches,Precip_total_inches_cd
1976-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1976-01-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1976-01-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1976-01-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1976-01-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1976-01-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1976-01-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1976-01-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1976-01-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1976-01-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1976-01-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1976-01-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1976-01-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1976-01-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1976-01-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1976-01-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1976-01-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1976-01-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1976-01-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1976-01-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1976-01-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1976-01-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1976-01-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1976-01-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1976-01-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1976-01-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1976-01-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1976-01-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1976-01-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1976-01-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1976-01-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1976-02-01,USGS,05427718,12,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-02-02,USGS,05427718,12,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-02-03,USGS,05427718,11,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-02-04,USGS,05427718,11,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-02-05,USGS,05427718,11,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-02-06,USGS,05427718,11,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-02-07,USGS,05427718,11,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-02-08,USGS,05427718,15,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-02-09,USGS,05427718,30,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-02-10,USGS,05427718,40,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-02-11,USGS,05427718,45,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-02-12,USGS,05427718,38,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-02-13,USGS,05427718,28,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-02-14,USGS,05427718,17,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-02-15,USGS,05427718,44,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-02-16,USGS,05427718,27,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-02-17,USGS,05427718,21,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-02-18,USGS,05427718,24,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-02-19,USGS,05427718,21,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-02-20,USGS,05427718,19,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-02-21,USGS,05427718,19,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-02-22,USGS,05427718,18,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-02-23,USGS,05427718,19,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-02-24,USGS,05427718,17,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-02-25,USGS,05427718,19,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-02-26,USGS,05427718,26,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-02-27,USGS,05427718,67,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-02-28,USGS,05427718,74,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-02-29,USGS,05427718,55,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-03-01,USGS,05427718,34,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-03-02,USGS,05427718,25,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-03-03,USGS,05427718,21,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-03-04,USGS,05427718,45,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-03-05,USGS,05427718,203,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-03-06,USGS,05427718,252,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-03-07,USGS,05427718,150,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-03-08,USGS,05427718,100,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-03-09,USGS,05427718,82,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-03-10,USGS,05427718,78,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-03-11,USGS,05427718,160,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-03-12,USGS,05427718,384,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-03-13,USGS,05427718,456,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-03-14,USGS,05427718,404,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-03-15,USGS,05427718,216,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-03-16,USGS,05427718,126,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-03-17,USGS,05427718,67,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-03-18,USGS,05427718,98,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-03-19,USGS,05427718,257,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-03-20,USGS,05427718,384,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-03-21,USGS,05427718,249,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-03-22,USGS,05427718,80,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-03-23,USGS,05427718,35,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-03-24,USGS,05427718,29,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-03-25,USGS,05427718,26,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-03-26,USGS,05427718,28,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-03-27,USGS,05427718,55,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-03-28,USGS,05427718,31,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-03-29,USGS,05427718,30,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-03-30,USGS,05427718,36,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-03-31,USGS,05427718,33,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-04-01,USGS,05427718,30,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-04-02,USGS,05427718,27,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-04-03,USGS,05427718,23,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-04-04,USGS,05427718,21,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-04-05,USGS,05427718,20,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-04-06,USGS,05427718,19,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-04-07,USGS,05427718,18,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-04-08,USGS,05427718,18,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-04-09,USGS,05427718,17,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-04-10,USGS,05427718,22,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-04-11,USGS,05427718,30,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-04-12,USGS,05427718,19,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-04-13,USGS,05427718,18,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-04-14,USGS,05427718,17,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-04-15,USGS,05427718,60,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-04-16,USGS,05427718,45,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-04-17,USGS,05427718,28,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-04-18,USGS,05427718,24,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-04-19,USGS,05427718,22,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-04-20,USGS,05427718,29,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-04-21,USGS,05427718,115,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-04-22,USGS,05427718,91,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-04-23,USGS,05427718,35,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-04-24,USGS,05427718,63,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-04-25,USGS,05427718,66,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-04-26,USGS,05427718,31,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-04-27,USGS,05427718,25,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-04-28,USGS,05427718,23,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-04-29,USGS,05427718,22,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-04-30,USGS,05427718,22,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-05-01,USGS,05427718,21,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-05-02,USGS,05427718,20,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-05-03,USGS,05427718,19,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-05-04,USGS,05427718,19,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-05-05,USGS,05427718,18,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-05-06,USGS,05427718,18,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-05-07,USGS,05427718,17,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-05-08,USGS,05427718,17,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-05-09,USGS,05427718,17,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-05-10,USGS,05427718,16,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-05-11,USGS,05427718,16,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-05-12,USGS,05427718,16,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-05-13,USGS,05427718,16,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-05-14,USGS,05427718,17,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-05-15,USGS,05427718,19,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-05-16,USGS,05427718,28,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-05-17,USGS,05427718,25,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-05-18,USGS,05427718,19,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-05-19,USGS,05427718,17,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-05-20,USGS,05427718,17,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-05-21,USGS,05427718,16,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-05-22,USGS,05427718,15,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-05-23,USGS,05427718,15,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-05-24,USGS,05427718,15,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-05-25,USGS,05427718,15,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-05-26,USGS,05427718,15,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-05-27,USGS,05427718,14,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-05-28,USGS,05427718,15,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-05-29,USGS,05427718,15,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-05-30,USGS,05427718,15,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-05-31,USGS,05427718,14,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-06-01,USGS,05427718,14,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-06-02,USGS,05427718,14,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-06-03,USGS,05427718,13,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-06-04,USGS,05427718,13,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-06-05,USGS,05427718,12,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-06-06,USGS,05427718,12,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-06-07,USGS,05427718,12,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-06-08,USGS,05427718,12,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-06-09,USGS,05427718,12,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-06-10,USGS,05427718,12,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-06-11,USGS,05427718,12,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-06-12,USGS,05427718,11,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-06-13,USGS,05427718,11,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-06-14,USGS,05427718,13,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-06-15,USGS,05427718,12,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-06-16,USGS,05427718,11,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-06-17,USGS,05427718,11,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-06-18,USGS,05427718,11,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-06-19,USGS,05427718,11,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-06-20,USGS,05427718,10,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-06-21,USGS,05427718,11,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-06-22,USGS,05427718,10,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-06-23,USGS,05427718,11,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-06-24,USGS,05427718,12,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-06-25,USGS,05427718,13,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-06-26,USGS,05427718,11,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-06-27,USGS,05427718,10,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-06-28,USGS,05427718,11,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-06-29,USGS,05427718,11,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-06-30,USGS,05427718,12,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-07-01,USGS,05427718,11,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-07-02,USGS,05427718,10,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-07-03,USGS,05427718,10,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-07-04,USGS,05427718,9.5,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-07-05,USGS,05427718,9.1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-07-06,USGS,05427718,9.1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-07-07,USGS,05427718,9.3,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-07-08,USGS,05427718,9.3,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-07-09,USGS,05427718,9.1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-07-10,USGS,05427718,8.9,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-07-11,USGS,05427718,8.6,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-07-12,USGS,05427718,8.1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-07-13,USGS,05427718,8.4,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-07-14,USGS,05427718,8.7,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-07-15,USGS,05427718,9.6,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-07-16,USGS,05427718,10,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-07-17,USGS,05427718,9.2,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-07-18,USGS,05427718,8.7,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-07-19,USGS,05427718,8.7,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-07-20,USGS,05427718,11,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-07-21,USGS,05427718,11,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-07-22,USGS,05427718,10,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-07-23,USGS,05427718,9.5,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-07-24,USGS,05427718,9.6,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-07-25,USGS,05427718,8.8,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-07-26,USGS,05427718,8.8,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-07-27,USGS,05427718,9.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-07-28,USGS,05427718,11,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-07-29,USGS,05427718,11,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-07-30,USGS,05427718,10,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-07-31,USGS,05427718,19,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-08-01,USGS,05427718,12,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-08-02,USGS,05427718,10,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-08-03,USGS,05427718,9.1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-08-04,USGS,05427718,8.9,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-08-05,USGS,05427718,9.7,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-08-06,USGS,05427718,9.3,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-08-07,USGS,05427718,9.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-08-08,USGS,05427718,8.7,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-08-09,USGS,05427718,8.5,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-08-10,USGS,05427718,8.6,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
