"sampledate","depth","wtemp","o2","o2sat","deck","light","frlight"
"1995-05-09",0,7.8,13.2,117.7,NA,NA,NA
"1995-05-09",1,7.8,13.1,116.8,NA,NA,NA
"1995-05-09",2,7.8,13.2,117.7,NA,NA,NA
"1995-05-09",3,7.8,13.2,117.7,NA,NA,NA
"1995-05-09",4,7.8,13.2,117.7,NA,NA,NA
"1995-05-09",5,7.7,13.1,116.5,NA,NA,NA
"1995-05-09",6,7.7,13.1,116.5,NA,NA,NA
"1995-05-09",7,7.7,13.1,116.5,NA,NA,NA
"1995-05-09",8,7.7,13.1,116.5,NA,NA,NA
"1995-05-09",9,7.7,13.1,116.5,NA,NA,NA
"1995-05-09",10,7.7,13.1,116.5,NA,NA,NA
"1995-05-09",11,7.7,13.1,116.5,NA,NA,NA
"1995-05-09",12,7.7,13.1,116.5,NA,NA,NA
"1995-05-09",13,7.7,13.1,116.5,NA,NA,NA
"1995-05-09",14,7.6,13,115.4,NA,NA,NA
"1995-05-09",15,7.6,13,115.4,NA,NA,NA
"1995-05-09",16,7.6,13.1,116.3,NA,NA,NA
"1995-05-09",17,7.6,13,115.4,NA,NA,NA
"1995-05-09",18,7.6,13,115.4,NA,NA,NA
"1995-05-09",19,7.6,NA,NA,NA,NA,NA
"1995-05-09",20,7.6,13,115.4,NA,NA,NA
"1995-05-09",21,7.6,12.9,114.5,NA,NA,NA
"1995-05-09",22,7.6,13.1,116.3,NA,NA,NA
"1995-05-09",23,7.6,13,115.4,NA,NA,NA
"1995-05-23",0,14,9.2,94.7,NA,NA,NA
"1995-05-23",1,14,9.2,94.7,NA,NA,NA
"1995-05-23",2,14,9.3,95.7,NA,NA,NA
"1995-05-23",3,13.9,9.3,95.5,NA,NA,NA
"1995-05-23",4,13.9,9.5,97.6,NA,NA,NA
"1995-05-23",5,13.4,9.6,97.5,NA,NA,NA
"1995-05-23",6,13.3,9.6,97.3,NA,NA,NA
"1995-05-23",7,13.2,9.5,96.1,NA,NA,NA
"1995-05-23",8,13.1,9.4,94.9,NA,NA,NA
"1995-05-23",9,12.9,9.2,92.4,NA,NA,NA
"1995-05-23",10,12.9,9.1,91.4,NA,NA,NA
"1995-05-23",11,12.8,9.1,91.2,NA,NA,NA
"1995-05-23",12,12.6,9.1,90.8,NA,NA,NA
"1995-05-23",13,11.9,9,88.4,NA,NA,NA
"1995-05-23",14,11.1,8.9,85.8,NA,NA,NA
"1995-05-23",15,10.8,9.3,89.1,NA,NA,NA
"1995-05-23",16,10.5,9.3,88.5,NA,NA,NA
"1995-05-23",17,10.4,9.1,86.4,NA,NA,NA
"1995-05-23",18,10.2,9,85,NA,NA,NA
"1995-05-23",19,10.2,7.3,69,NA,NA,NA
"1995-05-23",20,9.8,8.3,77.7,NA,NA,NA
"1995-05-23",21,9.6,NA,NA,NA,NA,NA
"1995-05-23",21.5,9.6,8.4,78.2,NA,NA,NA
"1995-05-23",22,9.6,8,74.5,NA,NA,NA
"1995-05-23",22.5,9.5,7.4,68.8,NA,NA,NA
"1995-05-23",23,9.5,NA,NA,NA,NA,NA
"1995-06-06",0,19.3,10.1,116.2,NA,NA,NA
"1995-06-06",1,18.7,10.1,114.8,NA,NA,NA
"1995-06-06",2,18,10.3,115.4,NA,NA,NA
"1995-06-06",3,17.9,10.3,115.2,NA,NA,NA
"1995-06-06",4,17.5,10.2,113.1,NA,NA,NA
"1995-06-06",5,15.6,9.4,100.2,NA,NA,NA
"1995-06-06",6,15.1,9.2,97,NA,NA,NA
"1995-06-06",7,14.9,9.5,99.7,NA,NA,NA
"1995-06-06",8,14.6,9.1,94.9,NA,NA,NA
"1995-06-06",9,14.1,8.9,91.8,NA,NA,NA
"1995-06-06",10,13.8,9,92.2,NA,NA,NA
"1995-06-06",11,13.5,8.5,86.5,NA,NA,NA
"1995-06-06",12,13,7.7,77.5,NA,NA,NA
"1995-06-06",13,12,6.8,67,NA,NA,NA
"1995-06-06",14,11.5,5.9,57.4,NA,NA,NA
"1995-06-06",15,11.2,5.8,56.1,NA,NA,NA
"1995-06-06",16,11,4.9,47.2,NA,NA,NA
"1995-06-06",17,10.6,4.7,44.8,NA,NA,NA
"1995-06-06",18,10.3,3.5,33.1,NA,NA,NA
"1995-06-06",19,10.3,3.2,30.3,NA,NA,NA
"1995-06-06",20,10.1,2,18.8,NA,NA,NA
"1995-06-06",21,10,0.9,8.5,NA,NA,NA
"1995-06-06",22,9.9,0.6,5.6,NA,NA,NA
"1995-06-06",23,9.9,0.5,4.7,NA,NA,NA
"1995-06-06",24,9.8,0.3,2.8,NA,NA,NA
"1995-06-21",0,27.6,12.8,172.4,NA,NA,NA
"1995-06-21",1,27.4,15.6,209.4,NA,NA,NA
"1995-06-21",2,25.6,18.2,236.4,NA,NA,NA
"1995-06-21",3,24.2,15.1,191.1,NA,NA,NA
"1995-06-21",4,22.3,13,158.7,NA,NA,NA
"1995-06-21",5,20.1,9.7,113.4,NA,NA,NA
"1995-06-21",6,18.4,8.1,91.5,NA,NA,NA
"1995-06-21",7,17.5,7,77.6,NA,NA,NA
"1995-06-21",8,16.5,6.3,68.4,NA,NA,NA
"1995-06-21",9,15.8,6.2,66.4,NA,NA,NA
"1995-06-21",10,14.7,5.5,57.5,NA,NA,NA
"1995-06-21",11,14.3,5.1,52.8,NA,NA,NA
"1995-06-21",12,13.5,4.7,47.9,NA,NA,NA
"1995-06-21",13,13,3.8,38.3,NA,NA,NA
"1995-06-21",14,12.1,3.3,32.6,NA,NA,NA
"1995-06-21",15,11.7,1.6,15.6,NA,NA,NA
"1995-07-06",0,21.4,8.1,97.2,NA,NA,NA
"1995-07-06",1,21.5,8,96.2,NA,NA,NA
"1995-07-06",2,21.5,8.1,97.4,NA,NA,NA
"1995-07-06",3,21.5,8,96.2,NA,NA,NA
"1995-07-06",4,21.5,8.1,97.4,NA,NA,NA
"1995-07-06",5,21.5,8.1,97.4,NA,NA,NA
"1995-07-06",6,21.5,8.1,97.4,NA,NA,NA
"1995-07-06",7,21.5,8.1,97.4,NA,NA,NA
"1995-07-06",8,21.5,8.1,97.4,NA,NA,NA
"1995-07-06",9,21.5,8,96.2,NA,NA,NA
"1995-07-06",10,21.5,8.1,97.4,NA,NA,NA
"1995-07-06",11,21.4,7.9,94.8,NA,NA,NA
"1995-07-06",12,15.1,2.2,23.2,NA,NA,NA
"1995-07-06",13,14.2,1.8,18.6,NA,NA,NA
"1995-07-06",14,13.3,0.6,6.1,NA,NA,NA
"1995-07-06",15,12.9,0.3,3,NA,NA,NA
"1995-07-06",16,12.1,0.2,2,NA,NA,NA
"1995-07-06",17,11.6,0.3,2.9,NA,NA,NA
"1995-07-06",18,11.3,0.1,1,NA,NA,NA
"1995-07-06",19,11,0.1,1,NA,NA,NA
"1995-07-06",20,10.9,0.1,1,NA,NA,NA
"1995-07-06",21,10.9,0.1,1,NA,NA,NA
"1995-07-06",22,10.6,0.1,1,NA,NA,NA
"1995-07-06",23,10.6,0.1,1,NA,NA,NA
"1995-07-06",24,10.5,0.1,1,NA,NA,NA
"1995-07-06",25,10.4,0.1,0.9,NA,NA,NA
"1995-07-18",0,24.9,8.1,103.9,NA,NA,NA
"1995-07-18",1,25.1,8.1,104.2,NA,NA,NA
"1995-07-18",2,25.1,8.1,104.2,NA,NA,NA
"1995-07-18",3,25.1,8.1,104.2,NA,NA,NA
"1995-07-18",4,25.1,8.1,104.2,NA,NA,NA
"1995-07-18",5,25.1,8.1,104.2,NA,NA,NA
"1995-07-18",6,25.1,8.1,104.2,NA,NA,NA
"1995-07-18",7,25,8,102.8,NA,NA,NA
"1995-07-18",8,25,8,102.8,NA,NA,NA
"1995-07-18",9,18.5,2.3,26,NA,NA,NA
"1995-07-18",10,15.8,1,10.7,NA,NA,NA
"1995-07-18",11,14.3,0.5,5.2,NA,NA,NA
"1995-07-18",12,13.7,0.5,5.1,NA,NA,NA
"1995-07-18",13,13,0.4,4,NA,NA,NA
"1995-07-18",14,12.8,0.4,4,NA,NA,NA
"1995-07-18",15,12.5,0.4,4,NA,NA,NA
"1995-07-18",16,12.2,0.4,4,NA,NA,NA
"1995-07-18",17,11.8,0.4,3.9,NA,NA,NA
"1995-07-18",18,11.3,0.4,3.9,NA,NA,NA
"1995-07-18",19,11.1,0.4,3.9,NA,NA,NA
"1995-07-18",20,11.1,0.4,3.9,NA,NA,NA
"1995-07-18",21,11,0.4,3.8,NA,NA,NA
"1995-07-18",22,10.9,0.4,3.8,NA,NA,NA
"1995-07-18",23,10.8,0.4,3.8,NA,NA,NA
"1995-07-18",24,10.8,0.4,3.8,NA,NA,NA
"1995-08-02",0,25.5,7.2,93.4,NA,NA,NA
"1995-08-02",1,25.6,7.1,92.2,NA,NA,NA
"1995-08-02",2,25.6,7.1,92.2,NA,NA,NA
"1995-08-02",3,25.5,7.1,92.1,NA,NA,NA
"1995-08-02",4,25.6,7.1,92.2,NA,NA,NA
"1995-08-02",5,25.6,7.1,92.2,NA,NA,NA
"1995-08-02",6,25.6,7,90.9,NA,NA,NA
"1995-08-02",7,22.7,1.5,18.5,NA,NA,NA
"1995-08-02",8,21.5,0.6,7.2,NA,NA,NA
"1995-08-02",9,20,0.2,2.3,NA,NA,NA
"1995-08-02",9.5,19.5,0.2,2.3,NA,NA,NA
"1995-08-02",10,18.3,0.2,2.3,NA,NA,NA
"1995-08-02",10.5,16.5,0.2,2.2,NA,NA,NA
"1995-08-02",11,15.5,0.2,2.1,NA,NA,NA
"1995-08-02",11.5,14.8,0.2,2.1,NA,NA,NA
"1995-08-02",12,14.4,0.2,2.1,NA,NA,NA
"1995-08-02",12.5,13.8,0.2,2,NA,NA,NA
"1995-08-02",13,13.3,0.2,2,NA,NA,NA
"1995-08-02",13.5,13.1,0.2,2,NA,NA,NA
"1995-08-02",14,12.8,0.2,2,NA,NA,NA
"1995-08-02",15,12.4,0.2,2,NA,NA,NA
"1995-08-02",16,12.1,0.2,2,NA,NA,NA
"1995-08-02",17,11.9,0.2,2,NA,NA,NA
"1995-08-02",18,11.8,0.2,2,NA,NA,NA
"1995-08-02",19,11.5,0.2,1.9,NA,NA,NA
"1995-08-02",20,11.4,0.2,1.9,NA,NA,NA
"1995-08-02",21,11.3,0.2,1.9,NA,NA,NA
"1995-08-02",22,11.1,0.2,1.9,NA,NA,NA
"1995-08-02",23,10.9,0.2,1.9,NA,NA,NA
"1995-08-02",24,10.9,0.2,1.9,NA,NA,NA
"1995-08-02",24.5,10.8,0.2,1.9,NA,NA,NA
"1995-08-14",0,27.1,7.5,100.1,NA,NA,NA
"1995-08-14",1,27.1,7.6,101.4,NA,NA,NA
"1995-08-14",2,27.1,7.5,100.1,NA,NA,NA
"1995-08-14",3,27.1,7.5,100.1,NA,NA,NA
"1995-08-14",4,27,7.4,98.6,NA,NA,NA
"1995-08-14",5,26.9,7.3,97.1,NA,NA,NA
"1995-08-14",6,26.7,7.1,94.1,NA,NA,NA
"1995-08-14",7,24,2,25.2,NA,NA,NA
"1995-08-14",7.5,22.5,0.5,6.1,NA,NA,NA
"1995-08-14",8,22.1,0.2,2.4,NA,NA,NA
"1995-08-14",8.5,20.1,0.2,2.3,NA,NA,NA
"1995-08-14",9,18.8,0.2,2.3,NA,NA,NA
"1995-08-14",9.5,18.2,0.2,2.3,NA,NA,NA
"1995-08-14",10,17.8,0.2,2.2,NA,NA,NA
"1995-08-14",10.5,17.2,0.2,2.2,NA,NA,NA
"1995-08-14",11,16.6,0.2,2.2,NA,NA,NA
"1995-08-14",11.5,15.7,0.2,2.1,NA,NA,NA
"1995-08-14",12,14.7,0.2,2.1,NA,NA,NA
"1995-08-14",12.5,14,0.2,2.1,NA,NA,NA
"1995-08-14",13,13.3,0.2,2,NA,NA,NA
"1995-08-14",13.5,13.1,0.2,2,NA,NA,NA
"1995-08-14",14,13,0.2,2,NA,NA,NA
"1995-08-14",14.5,12.8,0.2,2,NA,NA,NA
"1995-08-14",15,12.7,0.2,2,NA,NA,NA
"1995-08-14",15.5,12.4,0.2,2,NA,NA,NA
"1995-08-14",16,12.2,0.2,2,NA,NA,NA
"1995-08-14",16.5,12,0.2,2,NA,NA,NA
"1995-08-14",17,11.8,0.2,2,NA,NA,NA
"1995-08-14",17.5,11.6,0.2,2,NA,NA,NA
"1995-08-14",18,11.5,0.2,1.9,NA,NA,NA
"1995-08-14",19,11.4,0.2,1.9,NA,NA,NA
"1995-08-14",20,11.2,0.2,1.9,NA,NA,NA
"1995-08-14",21,11.1,0.2,1.9,NA,NA,NA
"1995-08-14",22,11,0.2,1.9,NA,NA,NA
"1995-08-14",23,11,0.2,1.9,NA,NA,NA
"1995-08-30",0,25,8.3,106.6,NA,NA,NA
"1995-08-30",1,25.1,7.9,101.7,NA,NA,NA
"1995-08-30",2,25.1,7.8,100.4,NA,NA,NA
"1995-08-30",3,25.1,7.7,99.1,NA,NA,NA
"1995-08-30",4,25.1,7.6,97.8,NA,NA,NA
"1995-08-30",5,25.1,7.5,96.5,NA,NA,NA
"1995-08-30",6,25,7.4,95.1,NA,NA,NA
"1995-08-30",7,25,7.4,95.1,NA,NA,NA
"1995-08-30",8,24.8,6.6,84.5,NA,NA,NA
"1995-08-30",8.5,22.8,3.7,45.6,NA,NA,NA
"1995-08-30",9,20.7,0.8,9.5,NA,NA,NA
"1995-08-30",9.5,18.9,0.6,6.8,NA,NA,NA
"1995-08-30",10,18.1,0.5,5.6,NA,NA,NA
"1995-08-30",10.5,17.4,0.5,5.5,NA,NA,NA
"1995-08-30",11,16.5,0.5,5.4,NA,NA,NA
"1995-08-30",11.5,15.6,0.4,4.3,NA,NA,NA
"1995-08-30",12,14.9,0.4,4.2,NA,NA,NA
"1995-08-30",12.5,14.2,0.4,4.1,NA,NA,NA
"1995-08-30",13,14,0.4,4.1,NA,NA,NA
"1995-08-30",14,13.3,0.4,4.1,NA,NA,NA
"1995-08-30",15,12.8,0.4,4,NA,NA,NA
"1995-08-30",16,12.2,0.4,4,NA,NA,NA
"1995-08-30",17,11.8,0.4,3.9,NA,NA,NA
"1995-08-30",18,11.7,0.3,2.9,NA,NA,NA
"1995-08-30",19,11.5,0.3,2.9,NA,NA,NA
"1995-08-30",20,11.2,0.3,2.9,NA,NA,NA
"1995-08-30",21,11.1,0.3,2.9,NA,NA,NA
"1995-08-30",22,11,0.3,2.9,NA,NA,NA
"1995-08-30",23,11,0.3,2.9,NA,NA,NA
"1995-08-30",24,11,0.3,2.9,NA,NA,NA
"1995-09-11",0,20.8,7.8,92.5,NA,NA,NA
"1995-09-11",1,20.9,7.6,90.3,NA,NA,NA
"1995-09-11",2,20.9,7.5,89.1,NA,NA,NA
"1995-09-11",3,20.9,7.4,87.9,NA,NA,NA
"1995-09-11",4,20.9,7.4,87.9,NA,NA,NA
"1995-09-11",5,20.9,7.4,87.9,NA,NA,NA
"1995-09-11",6,20.9,7.3,86.7,NA,NA,NA
"1995-09-11",7,20.9,7.3,86.7,NA,NA,NA
"1995-09-11",8,20.9,7.3,86.7,NA,NA,NA
"1995-09-11",9,20.9,7.2,85.5,NA,NA,NA
"1995-09-11",10,20.9,7.2,85.5,NA,NA,NA
"1995-09-11",10.5,20.8,7.1,84.2,NA,NA,NA
"1995-09-11",11,18,0.3,3.4,NA,NA,NA
"1995-09-11",11.5,17.3,0.3,3.3,NA,NA,NA
"1995-09-11",12,15.6,0.3,3.2,NA,NA,NA
"1995-09-11",12.5,13.9,0.3,3.1,NA,NA,NA
"1995-09-11",13,13.6,0.3,3.1,NA,NA,NA
"1995-09-11",13.5,13.2,0.3,3,NA,NA,NA
"1995-09-11",14,12.9,0.2,2,NA,NA,NA
"1995-09-11",14.5,12.6,0.2,2,NA,NA,NA
"1995-09-11",15,12.4,0.2,2,NA,NA,NA
"1995-09-11",15.5,12.2,0.2,2,NA,NA,NA
"1995-09-11",16,12.1,0.2,2,NA,NA,NA
"1995-09-11",17,11.8,0.2,2,NA,NA,NA
"1995-09-11",18,11.6,0.2,2,NA,NA,NA
"1995-09-11",19,11.5,0.2,1.9,NA,NA,NA
"1995-09-11",20,11.3,0.2,1.9,NA,NA,NA
"1995-09-11",21,11.2,0.2,1.9,NA,NA,NA
"1995-09-11",22,11.2,0.2,1.9,NA,NA,NA
"1995-09-11",23,11.1,0.2,1.9,NA,NA,NA
"1995-09-25",0,16.1,8,86.2,NA,NA,NA
"1995-09-25",1,16.1,7.7,82.9,NA,NA,NA
"1995-09-25",2,16.1,7.7,82.9,NA,NA,NA
"1995-09-25",3,16.1,7.8,84,NA,NA,NA
"1995-09-25",4,16.1,7.8,84,NA,NA,NA
"1995-09-25",5,16.1,7.7,82.9,NA,NA,NA
"1995-09-25",6,16.1,7.7,82.9,NA,NA,NA
"1995-09-25",7,16.1,7.6,81.9,NA,NA,NA
"1995-09-25",8,16.1,7.6,81.9,NA,NA,NA
"1995-09-25",9,16.1,7.6,81.9,NA,NA,NA
"1995-09-25",10,16.1,7.6,81.9,NA,NA,NA
"1995-09-25",11,16.1,7.6,81.9,NA,NA,NA
"1995-09-25",12,16,7.4,79.5,NA,NA,NA
"1995-09-25",13,16,7.3,78.5,NA,NA,NA
"1995-09-25",13.5,15.4,3.4,36.1,NA,NA,NA
"1995-09-25",14,14,0.4,4.1,NA,NA,NA
"1995-09-25",14.5,13,0.2,2,NA,NA,NA
"1995-09-25",15,12,0.3,3,NA,NA,NA
"1995-09-25",16,12,0.3,3,NA,NA,NA
"1995-09-25",17,11.8,0.3,2.9,NA,NA,NA
"1995-09-25",18,11.6,0.3,2.9,NA,NA,NA
"1995-09-25",19,11.4,0.3,2.9,NA,NA,NA
"1995-09-25",20,11.3,0.3,2.9,NA,NA,NA
"1995-09-25",21,11.2,0.3,2.9,NA,NA,NA
"1995-09-25",22,11.1,0.3,2.9,NA,NA,NA
"1995-09-25",23,11.1,0.2,1.9,NA,NA,NA
"1995-09-25",24,11.1,0.2,1.9,NA,NA,NA
"1995-10-11",0,15.2,8.1,85.6,NA,NA,NA
"1995-10-11",1,15.2,8,84.5,NA,NA,NA
"1995-10-11",2,15.2,8,84.5,NA,NA,NA
"1995-10-11",3,15.1,7.9,83.3,NA,NA,NA
"1995-10-11",4,15.1,7.9,83.3,NA,NA,NA
"1995-10-11",5,15.1,7.8,82.2,NA,NA,NA
"1995-10-11",6,15.1,7.8,82.2,NA,NA,NA
"1995-10-11",7,15.1,7.8,82.2,NA,NA,NA
"1995-10-11",8,15,7.7,81,NA,NA,NA
"1995-10-11",9,15,7.6,80,NA,NA,NA
"1995-10-11",10,15,7.6,80,NA,NA,NA
"1995-10-11",11,15,7.6,80,NA,NA,NA
"1995-10-11",12,15,7.5,78.9,NA,NA,NA
"1995-10-11",13,15,7.5,78.9,NA,NA,NA
"1995-10-11",14,15,7.5,78.9,NA,NA,NA
"1995-10-11",15,15,7.5,78.9,NA,NA,NA
"1995-10-11",16,15,7.5,78.9,NA,NA,NA
"1995-10-11",17,15,7.5,78.9,NA,NA,NA
"1995-10-11",18,15,7.4,77.9,NA,NA,NA
"1995-10-11",19,15,7.4,77.9,NA,NA,NA
"1995-10-11",19.5,12.6,0.3,3,NA,NA,NA
"1995-10-11",20,12.5,0.3,3,NA,NA,NA
"1995-10-11",20.5,12.2,0.3,3,NA,NA,NA
"1995-10-11",21,11.9,0.3,2.9,NA,NA,NA
"1995-10-11",21.5,11.9,0.3,2.9,NA,NA,NA
"1995-10-11",22,11.8,0.3,2.9,NA,NA,NA
"1995-10-11",22.5,11.7,0.2,2,NA,NA,NA
"1995-10-25",0,11.4,8.8,85.5,NA,NA,NA
"1995-10-25",1,11.5,8.7,84.7,NA,NA,NA
"1995-10-25",2,11.5,8.7,84.7,NA,NA,NA
"1995-10-25",3,11.5,8.6,83.7,NA,NA,NA
"1995-10-25",4,11.5,8.6,83.7,NA,NA,NA
"1995-10-25",5,11.5,8.6,83.7,NA,NA,NA
"1995-10-25",6,11.5,8.6,83.7,NA,NA,NA
"1995-10-25",7,11.4,8.5,82.6,NA,NA,NA
"1995-10-25",8,11.4,8.5,82.6,NA,NA,NA
"1995-10-25",9,11.4,8.5,82.6,NA,NA,NA
"1995-10-25",10,11.4,8.5,82.6,NA,NA,NA
"1995-10-25",11,11.4,8.5,82.6,NA,NA,NA
"1995-10-25",12,11.4,8.4,81.6,NA,NA,NA
"1995-10-25",13,11.4,8.4,81.6,NA,NA,NA
"1995-10-25",14,11.4,8.5,82.6,NA,NA,NA
"1995-10-25",15,11.4,8.5,82.6,NA,NA,NA
"1995-10-25",16,11.4,8.4,81.6,NA,NA,NA
"1995-10-25",17,11.4,8.4,81.6,NA,NA,NA
"1995-10-25",18,11.4,8.4,81.6,NA,NA,NA
"1995-10-25",19,11.3,8.4,81.4,NA,NA,NA
"1995-10-25",20,11.2,8.5,82.2,NA,NA,NA
"1995-10-25",21,11.2,8.5,82.2,NA,NA,NA
"1995-10-25",22,11.2,8.4,81.2,NA,NA,NA
"1995-11-10",0,7.4,11.5,101.6,NA,NA,NA
"1995-11-10",1,7.4,11.5,101.6,NA,NA,NA
"1995-11-10",2,7.4,11.4,100.7,NA,NA,NA
"1995-11-10",3,7.4,11.4,100.7,NA,NA,NA
"1995-11-10",4,7.4,11.3,99.8,NA,NA,NA
"1995-11-10",5,7.4,11.9,105.1,NA,NA,NA
"1995-11-10",6,7.4,11.2,98.9,NA,NA,NA
"1995-11-10",7,7.4,11.2,98.9,NA,NA,NA
"1995-11-10",8,7.4,11.2,98.9,NA,NA,NA
"1995-11-10",9,7.4,11.2,98.9,NA,NA,NA
"1995-11-10",10,7.4,11.1,98,NA,NA,NA
"1995-11-10",11,7.4,11.1,98,NA,NA,NA
"1995-11-10",12,7.4,11.1,98,NA,NA,NA
"1995-11-10",13,7.4,11.1,98,NA,NA,NA
"1995-11-10",14,7.4,11.1,98,NA,NA,NA
"1995-11-10",15,7.4,11.1,98,NA,NA,NA
"1995-11-10",16,7.4,11.1,98,NA,NA,NA
"1995-11-10",17,7.4,11,97.1,NA,NA,NA
"1995-11-10",18,7.4,11,97.1,NA,NA,NA
"1995-11-10",19,7.4,11,97.1,NA,NA,NA
"1995-11-10",20,7.4,11,97.1,NA,NA,NA
"1995-11-10",21,7.4,11,97.1,NA,NA,NA
"1995-11-10",22,7.4,11,97.1,NA,NA,NA
"1995-11-10",23,7.4,8.9,78.6,NA,NA,NA
"1995-12-06",0,2.3,11.6,89.8,NA,NA,NA
"1995-12-06",4,2.3,11.3,87.4,NA,NA,NA
"1995-12-06",8,2.3,NA,NA,NA,NA,NA
"1995-12-06",12,2.3,NA,NA,NA,NA,NA
"1995-12-06",16,2.3,NA,NA,NA,NA,NA
"1995-12-06",20,2.3,NA,NA,NA,NA,NA
"1995-12-06",23,2.3,NA,NA,NA,NA,NA
"1996-04-09",0,4.2,15.4,125.4,NA,NA,NA
"1996-04-09",1,3.9,15.5,125.2,NA,NA,NA
"1996-04-09",2,3.9,15.5,125.2,NA,NA,NA
"1996-04-09",3,3.8,15.5,124.9,NA,NA,NA
"1996-04-09",4,3.8,15.5,124.9,NA,NA,NA
"1996-04-09",5,3.8,15.5,124.9,NA,NA,NA
"1996-04-09",6,3.8,15.4,124.1,NA,NA,NA
"1996-04-09",7,3.7,15.3,122.9,NA,NA,NA
"1996-04-09",8,3.7,15,120.5,NA,NA,NA
"1996-04-09",9,3.7,14.9,119.7,NA,NA,NA
"1996-04-09",10,3.7,14.8,118.9,NA,NA,NA
"1996-04-09",11,3.7,14.8,118.9,NA,NA,NA
"1996-04-09",12,3.7,14.8,118.9,NA,NA,NA
"1996-04-09",13,3.7,14.8,118.9,NA,NA,NA
"1996-04-09",14,3.8,14.6,117.6,NA,NA,NA
"1996-04-09",15,3.8,14.6,117.6,NA,NA,NA
"1996-04-09",16,3.8,14.6,117.6,NA,NA,NA
"1996-04-09",17,3.8,14.6,117.6,NA,NA,NA
"1996-04-09",18,3.9,14.6,117.9,NA,NA,NA
"1996-04-09",19,3.9,13.9,112.3,NA,NA,NA
"1996-04-09",20,3.9,13.9,112.3,NA,NA,NA
"1996-04-17",0,4.6,13.9,114.4,NA,NA,NA
"1996-04-17",1,4.5,14,114.9,NA,NA,NA
"1996-04-17",2,4.5,14,114.9,NA,NA,NA
"1996-04-17",3,4.5,14,114.9,NA,NA,NA
"1996-04-17",4,4.5,14,114.9,NA,NA,NA
"1996-04-17",5,4.5,14,114.9,NA,NA,NA
"1996-04-17",6,4.5,14,114.9,NA,NA,NA
"1996-04-17",7,4.5,13.9,114.1,NA,NA,NA
"1996-04-17",8,4.5,13.9,114.1,NA,NA,NA
"1996-04-17",9,4.5,13.9,114.1,NA,NA,NA
"1996-04-17",10,4.5,13.9,114.1,NA,NA,NA
"1996-04-17",11,4.5,13.9,114.1,NA,NA,NA
"1996-04-17",12,4.5,13.9,114.1,NA,NA,NA
"1996-04-17",13,4.5,14,114.9,NA,NA,NA
"1996-04-17",14,4.5,14,114.9,NA,NA,NA
"1996-04-17",15,4.5,13.9,114.1,NA,NA,NA
"1996-04-17",16,4.5,13.9,114.1,NA,NA,NA
"1996-04-17",17,4.5,13.9,114.1,NA,NA,NA
"1996-04-17",18,4.5,13.9,114.1,NA,NA,NA
"1996-04-17",19,4.5,13.9,114.1,NA,NA,NA
"1996-04-17",20,4.5,13.9,114.1,NA,NA,NA
"1996-04-17",21,4.5,13.8,113.2,NA,NA,NA
"1996-04-17",22,4.5,13.8,113.2,NA,NA,NA
"1996-05-01",0,7.3,11.5,101.3,NA,NA,NA
"1996-05-01",1,7.3,11.5,101.3,NA,NA,NA
"1996-05-01",2,7.3,11.5,101.3,NA,NA,NA
"1996-05-01",3,7.3,11.5,101.3,NA,NA,NA
"1996-05-01",4,7.3,11.5,101.3,NA,NA,NA
"1996-05-01",5,7.3,11.5,101.3,NA,NA,NA
"1996-05-01",6,7.3,11.5,101.3,NA,NA,NA
"1996-05-01",7,7.3,11.5,101.3,NA,NA,NA
"1996-05-01",8,7.3,11.5,101.3,NA,NA,NA
"1996-05-01",9,7.3,11.5,101.3,NA,NA,NA
"1996-05-01",10,7.3,11.5,101.3,NA,NA,NA
"1996-05-01",11,7.3,11.5,101.3,NA,NA,NA
"1996-05-01",12,7.3,11.5,101.3,NA,NA,NA
"1996-05-01",13,7.3,11.5,101.3,NA,NA,NA
"1996-05-01",14,7.3,11.5,101.3,NA,NA,NA
"1996-05-01",15,7.3,11.4,100.4,NA,NA,NA
"1996-05-01",16,7.3,11.4,100.4,NA,NA,NA
"1996-05-01",17,7.3,11.4,100.4,NA,NA,NA
"1996-05-01",18,7.3,11.4,100.4,NA,NA,NA
"1996-05-01",19,7.3,11.4,100.4,NA,NA,NA
"1996-05-01",20,7.2,11.4,100.2,NA,NA,NA
"1996-05-01",21,7.2,11.4,100.2,NA,NA,NA
"1996-05-01",22,7.2,11.4,100.2,NA,NA,NA
"1996-05-01",23,7.2,11.4,100.2,NA,NA,NA
"1996-05-01",24,7.2,11.4,100.2,NA,NA,NA
"1996-05-14",0,9.1,9.8,90.2,NA,NA,NA
"1996-05-14",1,9.1,9.7,89.3,NA,NA,NA
"1996-05-14",2,9.1,9.7,89.3,NA,NA,NA
"1996-05-14",3,9,9.7,89.1,NA,NA,NA
"1996-05-14",4,9,9.6,88.1,NA,NA,NA
"1996-05-14",5,9,9.6,88.1,NA,NA,NA
"1996-05-14",6,9,9.6,88.1,NA,NA,NA
"1996-05-14",7,9,9.6,88.1,NA,NA,NA
"1996-05-14",8,9,9.6,88.1,NA,NA,NA
"1996-05-14",9,9,9.6,88.1,NA,NA,NA
"1996-05-14",10,9,9.6,88.1,NA,NA,NA
"1996-05-14",11,9,9.5,87.2,NA,NA,NA
"1996-05-14",12,9,9.6,88.1,NA,NA,NA
"1996-05-14",13,9,9.5,87.2,NA,NA,NA
