"sampledate","depth","wtemp","o2","o2sat","deck","light","frlight"
"2004-05-10",22,10.2,8.3,78.4,NA,NA,NA
"2004-05-10",23,10.2,8.3,78.4,NA,NA,NA
"2004-05-10",24,10.2,8.3,78.4,NA,NA,NA
"2004-05-10",24.5,10.2,3.3,31.2,NA,NA,NA
"2004-05-24",0,15.1,9.8,103.3,NA,NA,NA
"2004-05-24",1,15.1,9.8,103.3,NA,NA,NA
"2004-05-24",2,15.1,9.8,103.3,NA,NA,NA
"2004-05-24",3,15.1,9.8,103.3,NA,NA,NA
"2004-05-24",4,15.1,9.8,103.3,NA,NA,NA
"2004-05-24",5,15.1,9.8,103.3,NA,NA,NA
"2004-05-24",6,15,9.8,103.1,NA,NA,NA
"2004-05-24",7,15,9.8,103.1,NA,NA,NA
"2004-05-24",8,15,9.8,103.1,NA,NA,NA
"2004-05-24",9,15,9.8,103.1,NA,NA,NA
"2004-05-24",10,15,9.8,103.1,NA,NA,NA
"2004-05-24",11,15,9.8,103.1,NA,NA,NA
"2004-05-24",12,14.9,9.8,102.9,NA,NA,NA
"2004-05-24",13,14.9,9.8,102.9,NA,NA,NA
"2004-05-24",14,14.8,9.8,102.7,NA,NA,NA
"2004-05-24",15,14.6,9.8,102.2,NA,NA,NA
"2004-05-24",16,12.1,9.4,92.8,NA,NA,NA
"2004-05-24",17,11.5,7.8,75.9,NA,NA,NA
"2004-05-24",18,11.4,7.6,73.8,NA,NA,NA
"2004-05-24",19,11.1,6.9,66.6,NA,NA,NA
"2004-05-24",20,10.9,6.7,64.3,NA,NA,NA
"2004-05-24",21,10.6,6.5,62,NA,NA,NA
"2004-05-24",22,10.6,6.3,60.1,NA,NA,NA
"2004-05-24",23,10.6,6,57.2,NA,NA,NA
"2004-05-24",24,10.6,6,57.2,NA,NA,NA
"2004-05-24",24.5,10.6,5.8,55.3,NA,NA,NA
"2004-06-07",0,19.2,9.2,105.7,NA,NA,NA
"2004-06-07",1,19.2,9.2,105.7,NA,NA,NA
"2004-06-07",2,19.1,9.2,105.4,NA,NA,NA
"2004-06-07",3,19.1,9.2,105.4,NA,NA,NA
"2004-06-07",4,19.1,9.2,105.4,NA,NA,NA
"2004-06-07",5,19,9.2,105.2,NA,NA,NA
"2004-06-07",6,18.2,9.2,103.5,NA,NA,NA
"2004-06-07",7,17.4,9.2,101.8,NA,NA,NA
"2004-06-07",8,16.3,8.6,93,NA,NA,NA
"2004-06-07",8,16.3,8.6,93,NA,NA,NA
"2004-06-07",9,15.9,8.6,92.2,NA,NA,NA
"2004-06-07",10,15.7,8.4,89.7,NA,NA,NA
"2004-06-07",11,14.9,8.3,87.1,NA,NA,NA
"2004-06-07",12,14,7.3,75.2,NA,NA,NA
"2004-06-07",13,13.7,6.9,70.6,NA,NA,NA
"2004-06-07",14,12.6,6.9,68.9,NA,NA,NA
"2004-06-07",15,12,5.7,56.1,NA,NA,NA
"2004-06-07",16,11.7,5,48.9,NA,NA,NA
"2004-06-07",17,11.5,4.7,45.8,NA,NA,NA
"2004-06-07",18,11.4,4.7,45.6,NA,NA,NA
"2004-06-07",19,11.3,4.6,44.6,NA,NA,NA
"2004-06-07",20,11.1,4,38.6,NA,NA,NA
"2004-06-07",21,11,2.6,25,NA,NA,NA
"2004-06-07",22,11,2.3,22.1,NA,NA,NA
"2004-06-07",23,11,0.8,7.7,NA,NA,NA
"2004-06-07",24,10.9,0.5,4.8,NA,NA,NA
"2004-06-07",24.3,10.9,0.3,2.9,NA,NA,NA
"2004-06-21",0,20.6,9.3,109.8,NA,NA,NA
"2004-06-21",1,20.6,9.4,111,NA,NA,NA
"2004-06-21",2,20.6,9.4,111,NA,NA,NA
"2004-06-21",3,20.6,9.4,111,NA,NA,NA
"2004-06-21",4,20.6,9.3,109.8,NA,NA,NA
"2004-06-21",5,20.6,9.2,108.6,NA,NA,NA
"2004-06-21",6,20.6,9.1,107.5,NA,NA,NA
"2004-06-21",7,20.6,9.3,109.8,NA,NA,NA
"2004-06-21",8,20.5,9.2,108.4,NA,NA,NA
"2004-06-21",8.5,18.1,NA,NA,NA,NA,NA
"2004-06-21",9,17.3,7.3,80.6,NA,NA,NA
"2004-06-21",9.5,16.6,6.8,74,NA,NA,NA
"2004-06-21",10,16,6.6,70.9,NA,NA,NA
"2004-06-21",10.5,15.7,6.5,69.4,NA,NA,NA
"2004-06-21",11,15.5,6.5,69.1,NA,NA,NA
"2004-06-21",11.5,15.1,6.2,65.4,NA,NA,NA
"2004-06-21",12,14.7,5.9,61.7,NA,NA,NA
"2004-06-21",12.5,14.2,5.1,52.7,NA,NA,NA
"2004-06-21",13,13.9,3.8,39,NA,NA,NA
"2004-06-21",14,13.4,3.6,36.6,NA,NA,NA
"2004-06-21",15,12.7,3,30,NA,NA,NA
"2004-06-21",16,12.6,3,29.9,NA,NA,NA
"2004-06-21",17,12.4,2.8,27.8,NA,NA,NA
"2004-06-21",18,12.2,1.8,17.8,NA,NA,NA
"2004-06-21",19,11.9,1.7,16.7,NA,NA,NA
"2004-06-21",20,11.8,0.9,8.8,NA,NA,NA
"2004-06-21",21,11.6,0.5,4.9,NA,NA,NA
"2004-06-21",22,11.5,0.5,4.9,NA,NA,NA
"2004-06-21",23,11.5,0.4,3.9,NA,NA,NA
"2004-06-21",24,11.5,0.4,3.9,NA,NA,NA
"2004-06-21",24.5,11.4,0.3,2.9,NA,NA,NA
"2004-07-06",0,21.9,NA,NA,NA,NA,NA
"2004-07-06",1,21.8,NA,NA,NA,NA,NA
"2004-07-06",2,21.7,NA,NA,NA,NA,NA
"2004-07-06",3,21.5,NA,NA,NA,NA,NA
"2004-07-06",4,21.4,NA,NA,NA,NA,NA
"2004-07-06",5,21.2,NA,NA,NA,NA,NA
"2004-07-06",6,21,NA,NA,NA,NA,NA
"2004-07-06",7,20.9,NA,NA,NA,NA,NA
"2004-07-06",8,20.9,NA,NA,NA,NA,NA
"2004-07-06",9,20.9,NA,NA,NA,NA,NA
"2004-07-06",10,20.9,NA,NA,NA,NA,NA
"2004-07-06",10,20.9,NA,NA,NA,NA,NA
"2004-07-06",11,20.8,NA,NA,NA,NA,NA
"2004-07-06",12,19,NA,NA,NA,NA,NA
"2004-07-06",13,18,NA,NA,NA,NA,NA
"2004-07-06",14,17.3,NA,NA,NA,NA,NA
"2004-07-06",15,16.7,NA,NA,NA,NA,NA
"2004-07-06",16,16,NA,NA,NA,NA,NA
"2004-07-06",17,15.5,NA,NA,NA,NA,NA
"2004-07-06",18,15,NA,NA,NA,NA,NA
"2004-07-06",19,14.5,NA,NA,NA,NA,NA
"2004-07-06",20,14.1,NA,NA,NA,NA,NA
"2004-07-06",21,13.5,NA,NA,NA,NA,NA
"2004-07-06",22,13.3,NA,NA,NA,NA,NA
"2004-07-06",23,13,NA,NA,NA,NA,NA
"2004-07-06",24,12.8,NA,NA,NA,NA,NA
"2004-07-06",24.5,12.3,NA,NA,NA,NA,NA
"2004-07-19",0,23.2,10.5,130.4,NA,NA,NA
"2004-07-19",1,23.1,11,136.4,NA,NA,NA
"2004-07-19",2,23,11.4,141,NA,NA,NA
"2004-07-19",3,23,11.5,142.3,NA,NA,NA
"2004-07-19",4,22.9,11.8,145.7,NA,NA,NA
"2004-07-19",5,22.9,11.6,143.2,NA,NA,NA
"2004-07-19",6,22.7,11.3,139,NA,NA,NA
"2004-07-19",7,22.5,10.4,127.4,NA,NA,NA
"2004-07-19",7.5,21.7,8.9,107.4,NA,NA,NA
"2004-07-19",8,20.9,7.6,90.3,NA,NA,NA
"2004-07-19",8.5,20.3,6.6,77.5,NA,NA,NA
"2004-07-19",9,20,6.5,75.9,NA,NA,NA
"2004-07-19",9.5,19.9,5.9,68.7,NA,NA,NA
"2004-07-19",10,19.6,6.1,70.6,NA,NA,NA
"2004-07-19",10.5,18.7,4.7,53.4,NA,NA,NA
"2004-07-19",11,17.6,2.7,30,NA,NA,NA
"2004-07-19",11.5,16.5,1.7,18.5,NA,NA,NA
"2004-07-19",12,15.7,1,10.7,NA,NA,NA
"2004-07-19",12.5,15.1,0.9,9.5,NA,NA,NA
"2004-07-19",13,14.6,0.9,9.4,NA,NA,NA
"2004-07-19",14,13.9,0.9,9.2,NA,NA,NA
"2004-07-19",15,13.4,0.9,9.1,NA,NA,NA
"2004-07-19",16,13.1,0.9,9.1,NA,NA,NA
"2004-07-19",17,12.7,0.9,9,NA,NA,NA
"2004-07-19",18,12.4,0.9,8.9,NA,NA,NA
"2004-07-19",19,12.2,0.9,8.9,NA,NA,NA
"2004-07-19",20,12,0.8,7.9,NA,NA,NA
"2004-07-19",21,11.8,0.8,7.8,NA,NA,NA
"2004-07-19",22,11.8,0.8,7.8,NA,NA,NA
"2004-08-03",0,24.3,9.7,123,NA,NA,NA
"2004-08-03",1,24,9.9,124.8,NA,NA,NA
"2004-08-03",2,24,9.6,121,NA,NA,NA
"2004-08-03",3,23.8,9.2,115.6,NA,NA,NA
"2004-08-03",4,23.5,8.8,109.9,NA,NA,NA
"2004-08-03",5,23.5,8.3,103.7,NA,NA,NA
"2004-08-03",6,23.2,8.1,100.6,NA,NA,NA
"2004-08-03",7,23.1,8.1,100.4,NA,NA,NA
"2004-08-03",8,23.1,8,99.2,NA,NA,NA
"2004-08-03",8.5,23,7.4,91.6,NA,NA,NA
"2004-08-03",9,21,3.1,36.9,NA,NA,NA
"2004-08-03",10,18.9,0.8,9.1,NA,NA,NA
"2004-08-03",11,17.6,0.2,2.2,NA,NA,NA
"2004-08-03",12,16.1,0.2,2.2,NA,NA,NA
"2004-08-03",12,16.1,0.2,2.2,NA,NA,NA
"2004-08-03",13,14.8,0.2,2.1,NA,NA,NA
"2004-08-03",14,14.1,0.2,2.1,NA,NA,NA
"2004-08-03",15,13.6,0.2,2,NA,NA,NA
"2004-08-03",16,13,0.2,2,NA,NA,NA
"2004-08-03",17,12.7,0.1,1,NA,NA,NA
"2004-08-03",18,12.3,0.1,1,NA,NA,NA
"2004-08-03",19,11.9,0.1,1,NA,NA,NA
"2004-08-03",20,11.9,0.1,1,NA,NA,NA
"2004-08-03",21,11.9,0.1,1,NA,NA,NA
"2004-08-03",22,11.9,0.1,1,NA,NA,NA
"2004-08-03",23,11.8,0.1,1,NA,NA,NA
"2004-08-03",24,11.8,0.1,1,NA,NA,NA
"2004-08-03",24.8,11.8,0.1,1,NA,NA,NA
"2004-08-16",0,20.1,9.3,108.7,NA,NA,NA
"2004-08-16",1,20.1,9.3,108.7,NA,NA,NA
"2004-08-16",2,20.1,9.3,108.7,NA,NA,NA
"2004-08-16",3,20.1,9.3,108.7,NA,NA,NA
"2004-08-16",4,20.1,9.3,108.7,NA,NA,NA
"2004-08-16",5,20.1,9.3,108.7,NA,NA,NA
"2004-08-16",6,20,9.3,108.5,NA,NA,NA
"2004-08-16",7,20,9.3,108.5,NA,NA,NA
"2004-08-16",8,20,9.3,108.5,NA,NA,NA
"2004-08-16",9,19.9,9.3,108.3,NA,NA,NA
"2004-08-16",10,19.7,7.5,87,NA,NA,NA
"2004-08-16",10.5,18.4,2.1,23.7,NA,NA,NA
"2004-08-16",11,17.2,0.5,5.5,NA,NA,NA
"2004-08-16",12,15.2,0.4,4.2,NA,NA,NA
"2004-08-16",13,13.8,0.2,2,NA,NA,NA
"2004-08-16",14,13.1,0.1,1,NA,NA,NA
"2004-08-16",15,12.7,0.1,1,NA,NA,NA
"2004-08-16",16,12.5,0.1,1,NA,NA,NA
"2004-08-16",17,12.4,0.1,1,NA,NA,NA
"2004-08-16",18,12.3,0.1,1,NA,NA,NA
"2004-08-16",19,12.3,0.1,1,NA,NA,NA
"2004-08-16",20,12.2,0.1,1,NA,NA,NA
"2004-08-16",21,12.1,0.1,1,NA,NA,NA
"2004-08-16",22,12.1,0.1,1,NA,NA,NA
"2004-08-16",23,12,0.1,1,NA,NA,NA
"2004-08-16",24,12,0.1,1,NA,NA,NA
"2004-08-16",24.5,12,0.1,1,NA,NA,NA
"2004-09-07",0,21.9,8.5,103,NA,NA,NA
"2004-09-07",1,21.9,8.5,103,NA,NA,NA
"2004-09-07",2,21.9,8.5,103,NA,NA,NA
"2004-09-07",3,21.9,8.4,101.8,NA,NA,NA
"2004-09-07",4,21.9,8.4,101.8,NA,NA,NA
"2004-09-07",5,21.9,8.4,101.8,NA,NA,NA
"2004-09-07",6,21.9,8.3,100.5,NA,NA,NA
"2004-09-07",7,21.8,8.2,99.1,NA,NA,NA
"2004-09-07",8,21.8,8.2,99.1,NA,NA,NA
"2004-09-07",9,21.8,8,96.7,NA,NA,NA
"2004-09-07",10,21.7,8,96.5,NA,NA,NA
"2004-09-07",10.5,21.6,8,96.3,NA,NA,NA
"2004-09-07",11,20.7,7.4,87.6,NA,NA,NA
"2004-09-07",11.5,19.5,2.9,33.5,NA,NA,NA
"2004-09-07",12,18.9,1.8,20.5,NA,NA,NA
"2004-09-07",12.5,18.1,1.4,15.7,NA,NA,NA
"2004-09-07",13,17.1,0.5,5.5,NA,NA,NA
"2004-09-07",14,15.2,0.2,2.1,NA,NA,NA
"2004-09-07",15,14.3,0.1,1,NA,NA,NA
"2004-09-07",16,13.9,0.1,1,NA,NA,NA
"2004-09-07",17,12.8,0.1,1,NA,NA,NA
"2004-09-07",18,12.8,0.1,1,NA,NA,NA
"2004-09-07",19,12.7,0.1,1,NA,NA,NA
"2004-09-07",20,12.4,0.1,1,NA,NA,NA
"2004-09-07",21,12.3,0.1,1,NA,NA,NA
"2004-09-07",22,12.2,0.1,1,NA,NA,NA
"2004-09-07",23,12.2,0.1,1,NA,NA,NA
"2004-09-07",24,12.1,0.1,1,NA,NA,NA
"2004-09-07",24.5,12.1,0.1,1,NA,NA,NA
"2004-10-05",0,16.8,9.6,104.9,NA,NA,NA
"2004-10-05",1,16.8,9.6,104.9,NA,NA,NA
"2004-10-05",2,16.8,9.6,104.9,NA,NA,NA
"2004-10-05",3,16.8,9.6,104.9,NA,NA,NA
"2004-10-05",4,16.8,9.6,104.9,NA,NA,NA
"2004-10-05",5,16.8,9.6,104.9,NA,NA,NA
"2004-10-05",6,16.8,9.6,104.9,NA,NA,NA
"2004-10-05",7,16.8,9.6,104.9,NA,NA,NA
"2004-10-05",8,16.8,9.6,104.9,NA,NA,NA
"2004-10-05",9,16.8,9.6,104.9,NA,NA,NA
"2004-10-05",10,16.8,9.6,104.9,NA,NA,NA
"2004-10-05",11,16.7,9.6,104.7,NA,NA,NA
"2004-10-05",12,16.7,9.6,104.7,NA,NA,NA
"2004-10-05",13,16.7,9.6,104.7,NA,NA,NA
"2004-10-05",14,16.7,9.6,104.7,NA,NA,NA
"2004-10-05",15,16.7,9.6,104.7,NA,NA,NA
"2004-10-05",16,16.5,9.2,99.9,NA,NA,NA
"2004-10-05",16.5,15.1,3.5,36.9,NA,NA,NA
"2004-10-05",17,13.7,2.1,21.5,NA,NA,NA
"2004-10-05",17.5,13.1,1.5,15.1,NA,NA,NA
"2004-10-05",18,12.8,0.6,6,NA,NA,NA
"2004-10-05",19,12.7,0.3,3,NA,NA,NA
"2004-10-05",20,12.3,0.1,1,NA,NA,NA
"2004-10-05",21,12.3,0.1,1,NA,NA,NA
"2004-10-05",22,12.3,0.1,1,NA,NA,NA
"2004-10-05",23,12.3,0.1,1,NA,NA,NA
"2004-10-05",24,12.3,0.1,1,NA,NA,NA
"2004-10-05",24.6,12.3,0.1,1,NA,NA,NA
"2004-11-03",0,12.3,8.8,87.2,NA,NA,NA
"2004-11-03",1,12.3,8.8,87.2,NA,NA,NA
"2004-11-03",2,12.3,8.8,87.2,NA,NA,NA
"2004-11-03",3,12.3,8.8,87.2,NA,NA,NA
"2004-11-03",4,12.3,8.8,87.2,NA,NA,NA
"2004-11-03",5,12.3,8.8,87.2,NA,NA,NA
"2004-11-03",6,12.3,8.8,87.2,NA,NA,NA
"2004-11-03",7,12.3,8.8,87.2,NA,NA,NA
"2004-11-03",8,12.3,8.8,87.2,NA,NA,NA
"2004-11-03",9,12.3,8.8,87.2,NA,NA,NA
"2004-11-03",10,12.3,8.8,87.2,NA,NA,NA
"2004-11-03",11,12.3,8.8,87.2,NA,NA,NA
"2004-11-03",12,12.3,8.8,87.2,NA,NA,NA
"2004-11-03",13,12.3,8.8,87.2,NA,NA,NA
"2004-11-03",14,12.3,8.8,87.2,NA,NA,NA
"2004-11-03",15,12.3,8.8,87.2,NA,NA,NA
"2004-11-03",16,12.3,8.8,87.2,NA,NA,NA
"2004-11-03",17,12.3,8.8,87.2,NA,NA,NA
"2004-11-03",18,12.3,8.8,87.2,NA,NA,NA
"2004-11-03",19,12.3,8.8,87.2,NA,NA,NA
"2004-11-03",20,12.3,8.8,87.2,NA,NA,NA
"2004-11-03",21,12.3,8.8,87.2,NA,NA,NA
"2004-11-03",22,12.3,8.8,87.2,NA,NA,NA
"2004-11-03",23,12.3,8.8,87.2,NA,NA,NA
"2004-11-03",24,12.3,8.8,87.2,NA,NA,NA
"2004-11-03",24.5,12.3,6.3,62.4,NA,NA,NA
"2005-01-31",0,0.4,12.5,91.8,NA,NA,NA
"2005-01-31",1,0.8,12.5,92.8,NA,NA,NA
"2005-01-31",2,1,12.5,93.3,NA,NA,NA
"2005-01-31",3,1,12.5,93.3,NA,NA,NA
"2005-01-31",4,1,12.5,93.3,NA,NA,NA
"2005-01-31",5,1,12.5,93.3,NA,NA,NA
"2005-01-31",6,1,12.5,93.3,NA,NA,NA
"2005-01-31",7,1,12.5,93.3,NA,NA,NA
"2005-01-31",8,1.1,12.5,93.6,NA,NA,NA
"2005-01-31",9,1.1,12.5,93.6,NA,NA,NA
"2005-01-31",10,1.2,12.5,93.8,NA,NA,NA
"2005-01-31",11,1.3,12.5,94.1,NA,NA,NA
"2005-01-31",12,1.3,12.5,94.1,NA,NA,NA
"2005-01-31",13,1.4,12.5,94.4,NA,NA,NA
"2005-01-31",14,1.5,12.5,94.6,NA,NA,NA
"2005-01-31",15,1.5,12.5,94.6,NA,NA,NA
"2005-01-31",16,1.6,12.5,94.9,NA,NA,NA
"2005-01-31",17,1.7,12,91.3,NA,NA,NA
"2005-01-31",18,1.7,10.3,78.4,NA,NA,NA
"2005-01-31",19,1.8,10.2,77.9,NA,NA,NA
"2005-01-31",20,1.9,10.2,78.1,NA,NA,NA
"2005-01-31",21,1.9,9,68.9,NA,NA,NA
"2005-01-31",22,2.1,8.6,66.2,NA,NA,NA
"2005-01-31",23,2.2,8.1,62.5,NA,NA,NA
"2005-01-31",23.9,2.2,0.7,5.4,NA,NA,NA
"2005-04-15",0,7.6,13.7,121.6,NA,NA,NA
"2005-04-15",1,7.3,13.7,120.7,NA,NA,NA
"2005-04-15",2,7.1,13.6,119.2,NA,NA,NA
"2005-04-15",3,6.4,13,112,NA,NA,NA
"2005-04-15",4,5.7,12.1,102.4,NA,NA,NA
"2005-04-15",5,5.3,11.7,98,NA,NA,NA
"2005-04-15",6,5.3,11.5,96.3,NA,NA,NA
"2005-04-15",7,5.3,11.5,96.3,NA,NA,NA
"2005-04-15",8,5.3,11.5,96.3,NA,NA,NA
"2005-04-15",9,5.3,11.5,96.3,NA,NA,NA
"2005-04-15",10,5.3,11.4,95.5,NA,NA,NA
"2005-04-15",11,5.3,11.4,95.5,NA,NA,NA
"2005-04-15",12,5.3,11.4,95.5,NA,NA,NA
"2005-04-15",13,5.3,11.4,95.5,NA,NA,NA
"2005-04-15",14,5.3,11.4,95.5,NA,NA,NA
"2005-04-15",15,5.3,11.4,95.5,NA,NA,NA
"2005-04-15",16,5.3,11.4,95.5,NA,NA,NA
"2005-04-15",17,5.3,11.4,95.5,NA,NA,NA
"2005-04-15",18,5.3,11.4,95.5,NA,NA,NA
"2005-04-15",19,5.3,11.4,95.5,NA,NA,NA
"2005-04-15",20,5.3,11.4,95.5,NA,NA,NA
"2005-04-15",21,5.3,11.3,94.7,NA,NA,NA
"2005-04-15",22,5.3,11.2,93.8,NA,NA,NA
"2005-04-15",23,5.4,11.1,93.2,NA,NA,NA
"2005-04-15",24,5.8,11,93.3,NA,NA,NA
"2005-04-15",24.6,6.2,3.2,27.4,NA,NA,NA
"2005-04-25",0,8,10.3,92.3,NA,NA,NA
"2005-04-25",1,7.9,10.3,92.1,NA,NA,NA
"2005-04-25",2,7.8,10.2,91,NA,NA,NA
"2005-04-25",3,7.7,10,89,NA,NA,NA
"2005-04-25",4,7.7,10,89,NA,NA,NA
"2005-04-25",5,7.7,10,89,NA,NA,NA
"2005-04-25",6,7.7,10,89,NA,NA,NA
"2005-04-25",7,7.6,10,88.7,NA,NA,NA
"2005-04-25",8,7.6,10,88.7,NA,NA,NA
"2005-04-25",9,7.6,10.1,89.6,NA,NA,NA
"2005-04-25",10,7.6,10.1,89.6,NA,NA,NA
"2005-04-25",11,7.5,10.1,89.4,NA,NA,NA
"2005-04-25",12,7.5,10.1,89.4,NA,NA,NA
"2005-04-25",13,7.5,10.1,89.4,NA,NA,NA
"2005-04-25",14,7.5,10.1,89.4,NA,NA,NA
"2005-04-25",15,7.4,10.1,89.2,NA,NA,NA
"2005-04-25",16,7.4,10.1,89.2,NA,NA,NA
"2005-04-25",17,7.3,10,88.1,NA,NA,NA
"2005-04-25",18,7.3,10,88.1,NA,NA,NA
"2005-04-25",19,7.3,10,88.1,NA,NA,NA
"2005-04-25",20,7.3,10,88.1,NA,NA,NA
"2005-04-25",21,7.3,9.9,87.2,NA,NA,NA
"2005-04-25",22,7.3,9.9,87.2,NA,NA,NA
"2005-04-25",23,7.4,9.9,87.4,NA,NA,NA
"2005-04-25",24,7.5,8.6,76.1,NA,NA,NA
"2005-04-25",24.4,7.7,5,44.5,NA,NA,NA
"2005-05-09",0,10.2,11.6,109.6,NA,NA,NA
"2005-05-09",1,10.1,11.7,110.3,NA,NA,NA
"2005-05-09",2,10,11.7,110,NA,NA,NA
"2005-05-09",3,9.9,11.7,109.7,NA,NA,NA
"2005-05-09",4,9.8,11.7,109.5,NA,NA,NA
"2005-05-09",5,9.7,11.8,110.2,NA,NA,NA
"2005-05-09",6,9.5,11.9,110.6,NA,NA,NA
"2005-05-09",7,9.4,11.9,110.3,NA,NA,NA
"2005-05-09",8,9.3,11.9,110,NA,NA,NA
"2005-05-09",9,8.9,11.8,108.1,NA,NA,NA
"2005-05-09",10,8,11.4,102.2,NA,NA,NA
"2005-05-09",11,7.8,11.3,100.8,NA,NA,NA
"2005-05-09",12,7.8,11.2,99.9,NA,NA,NA
"2005-05-09",13,7.7,11.1,98.8,NA,NA,NA
"2005-05-09",14,7.7,11.1,98.8,NA,NA,NA
"2005-05-09",15,7.7,11.1,98.8,NA,NA,NA
"2005-05-09",16,7.7,11.1,98.8,NA,NA,NA
"2005-05-09",17,7.7,11,97.9,NA,NA,NA
"2005-05-09",18,7.7,10.9,97,NA,NA,NA
"2005-05-09",19,7.6,10.8,95.8,NA,NA,NA
"2005-05-09",20,7.6,10.7,95,NA,NA,NA
"2005-05-09",21,7.6,10.6,94.1,NA,NA,NA
"2005-05-09",22,7.6,10.5,93.2,NA,NA,NA
"2005-05-09",23,7.6,10.3,91.4,NA,NA,NA
"2005-05-09",24,7.6,10.2,90.5,NA,NA,NA
"2005-05-09",24.7,7.6,10.2,90.5,NA,NA,NA
"2005-05-23",0,13.4,10.6,107.7,NA,NA,NA
"2005-05-23",1,13.4,10.6,107.7,NA,NA,NA
"2005-05-23",2,13.4,10.6,107.7,NA,NA,NA
"2005-05-23",3,13.4,10.6,107.7,NA,NA,NA
"2005-05-23",4,13.4,10.6,107.7,NA,NA,NA
"2005-05-23",5,13.4,10.6,107.7,NA,NA,NA
"2005-05-23",6,13.4,10.6,107.7,NA,NA,NA
"2005-05-23",7,13.4,10.6,107.7,NA,NA,NA
"2005-05-23",8,13.3,10.6,107.5,NA,NA,NA
"2005-05-23",9,13.3,10.6,107.5,NA,NA,NA
"2005-05-23",10,13.3,10.6,107.5,NA,NA,NA
"2005-05-23",11,13.2,10.6,107.2,NA,NA,NA
"2005-05-23",12,13.1,10.5,106,NA,NA,NA
"2005-05-23",13,12.7,10.6,106,NA,NA,NA
"2005-05-23",14,12.2,10.7,105.8,NA,NA,NA
"2005-05-23",15,11.6,10,97.6,NA,NA,NA
"2005-05-23",16,11.2,10,96.7,NA,NA,NA
"2005-05-23",17,11,9.8,94.3,NA,NA,NA
"2005-05-23",18,10.6,9.8,93.4,NA,NA,NA
"2005-05-23",19,10.5,9.3,88.5,NA,NA,NA
"2005-05-23",20,10.2,9.1,86,NA,NA,NA
"2005-05-23",21,10.2,8.7,82.2,NA,NA,NA
"2005-05-23",22,10,8.7,81.8,NA,NA,NA
"2005-05-23",23,9.9,8.2,76.9,NA,NA,NA
"2005-05-23",24,9.9,8,75,NA,NA,NA
"2005-05-23",24.5,9.9,7.9,74.1,NA,NA,NA
"2005-06-06",0,18.9,11.5,131.3,NA,NA,NA
"2005-06-06",1,18.8,11.5,131,NA,NA,NA
"2005-06-06",2,18.6,11.6,131.6,NA,NA,NA
"2005-06-06",3,18.3,11.7,131.9,NA,NA,NA
"2005-06-06",4,18,11.9,133.4,NA,NA,NA
"2005-06-06",5,17.9,12,134.2,NA,NA,NA
"2005-06-06",6,17.6,12.1,134.5,NA,NA,NA
"2005-06-06",7,16.7,12.2,133.1,NA,NA,NA
"2005-06-06",8,16.4,12.4,134.4,NA,NA,NA
"2005-06-06",9,15.1,12.4,130.7,NA,NA,NA
"2005-06-06",10,12.7,10.3,103,NA,NA,NA
"2005-06-06",11,11.8,8.9,87.2,NA,NA,NA
"2005-06-06",12,11.2,7.5,72.5,NA,NA,NA
"2005-06-06",13,11.1,7.4,71.4,NA,NA,NA
"2005-06-06",14,10.9,8.5,81.6,NA,NA,NA
"2005-06-06",15,10.8,8.8,84.3,NA,NA,NA
"2005-06-06",16,10.5,8.6,81.8,NA,NA,NA
"2005-06-06",17,10.4,8.2,77.8,NA,NA,NA
"2005-06-06",18,10.3,7,66.3,NA,NA,NA
"2005-06-06",19,10.2,7,66.1,NA,NA,NA
"2005-06-06",20,10.2,7,66.1,NA,NA,NA
"2005-06-06",21,10.1,7,66,NA,NA,NA
"2005-06-06",22,10.1,7,66,NA,NA,NA
"2005-06-06",23,10.1,7,66,NA,NA,NA
"2005-06-06",24,10.1,7,66,NA,NA,NA
"2005-06-06",24.5,10.1,1.1,10.4,NA,NA,NA
"2005-06-20",0,24.1,10.6,133.9,NA,NA,NA
"2005-06-20",1,21.8,10.4,125.7,NA,NA,NA
"2005-06-20",2,21.4,9.5,114,NA,NA,NA
"2005-06-20",3,21.2,9.3,111.1,NA,NA,NA
"2005-06-20",4,21.2,9.2,109.9,NA,NA,NA
"2005-06-20",4.5,21.1,9,107.3,NA,NA,NA
"2005-06-20",5,21,9,107.1,NA,NA,NA
"2005-06-20",5.5,20.9,8.8,104.5,NA,NA,NA
"2005-06-20",6,20.7,8.6,101.8,NA,NA,NA
"2005-06-20",6.5,20.3,8.3,97.4,NA,NA,NA
"2005-06-20",7,19.7,8.1,94,NA,NA,NA
"2005-06-20",7.5,19.1,7.9,90.5,NA,NA,NA
"2005-06-20",8,18.7,7.9,89.8,NA,NA,NA
"2005-06-20",8.5,17.8,7.9,88.2,NA,NA,NA
"2005-06-20",9,16.3,7.6,82.2,NA,NA,NA
"2005-06-20",9.5,15.7,7.1,75.8,NA,NA,NA
"2005-06-20",10,13.7,6.9,70.6,NA,NA,NA
"2005-06-20",10.5,13.1,6.4,64.6,NA,NA,NA
"2005-06-20",11,12.9,6.2,62.3,NA,NA,NA
"2005-06-20",11.5,12.7,6.2,62,NA,NA,NA
"2005-06-20",12,12.4,6.1,60.6,NA,NA,NA
"2005-06-20",12.5,12.2,5.5,54.4,NA,NA,NA
"2005-06-20",13,11.6,4.9,47.8,NA,NA,NA
